"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_factor_2008"
"493","ESlaranja da terra",320316,"3203163",0.656,"ES","laranja da terra","Espírito Santo",6.75630428505466,4.4820981883981,0,11126,0,11126,0,"Não","Masculino",0,"44",0.112781954887218,0,0.862781954887218,0.159041394335512,0,0,0,1,"ES","Laranja da Terra","laranja da terra","18754464.33",16.74694237964,0.676784771746023
"494","ESlinhares",320320,"3203205",0.724,"ES","linhares","Espírito Santo",6.82919896607636,4.67161314253681,0,130901,1,130901,1,"Não","Masculino",0,"53",0.213502849627356,0.139002196422968,0.698597106532223,0.116410417320364,0,0,0,1,"ES","Linhares","linhares","305917903.5",19.538827334705,0.733463716094065
"495","ESmarechal floriano",320334,"3203346",0.71,"ES","marechal floriano","Espírito Santo",6.82744503552409,3.62300670996323,0,13208,1,13208,1,"Não","Feminino",0,"46",0.18830242510699,0.00336134453781513,0.848787446504993,0.163025210084034,0,0,0,1,"ES","Marechal Floriano","marechal floriano","25232443.48",17.0436411641243,0.715538694410496
"496","ESmimoso do sul",320340,"3203403",0.67,"ES","mimoso do sul","Espírito Santo",6.81111221127727,4.9072727811011,0,27059,1,27059,0,"Não","Masculino",1,"50",0.47098976109215,0,0.887372013651877,0.111538461538462,0,0,0,1,"ES","Mimoso do Sul","mimoso do sul","40209524.16",17.5096144449313,0.87001621583814
"497","ESmontanha",320350,"3203502",0.667,"ES","montanha","Espírito Santo",6.74049571866484,5.49614310987796,0,18723,0,18723,0,"Não","Feminino",0,"52",0.0398457583547558,0.309090909090909,0.494858611825193,0.503896103896104,0,0,0,1,"ES","Montanha","montanha","29999504.81",17.2166914331569,0.587091790471477
"498","ESmucurici",320360,"3203601",0.666,"ES","mucurici","Espírito Santo",6.72071460464821,5.51431544970138,0,5914,1,5914,0,"Sim","Masculino",0,"48",0.153039832285115,0.0842696629213483,0.746331236897275,0.179775280898876,1,0,0,0,"ES","Mucurici","mucurici","14511485.85",16.4904510214095,0.693840845101056
"500","ESmuqui",320380,"3203809",0.694,"ES","muqui","Espírito Santo",6.80425968993382,4.83881836994739,0,14322,1,14322,1,"Não","Masculino",0,"51",0.194444444444444,0.0165745856353591,0.773504273504274,0.102209944751381,0,0,0,1,"ES","Muqui","muqui","21618981.81",16.8890822742467,0.727017779758157
"501","ESpancas",320400,"3204005",0.667,"ES","pancas","Espírito Santo",6.73651608531829,4.89004833110714,0,18690,0,18690,1,"Não","Masculino",0,"59",0.027063599458728,0.290322580645161,0.419485791610284,0.193548387096774,0,0,0,1,"ES","Pancas","pancas","29153691.84",17.1880921124841,0.623745276755396
"502","ESpinheiros",320410,"3204104",0.673,"ES","pinheiros","Espírito Santo",6.76905627149148,5.3586595955542,0,23656,1,23656,0,"Não","Masculino",0,"44",0.344709897610922,0,0.931740614334471,0.0732600732600733,0,0,0,1,"ES","Pinheiros","pinheiros","44287572.22",17.606214658863,0.809534220476597
"503","ESponto belo",320425,"3204252",0.669,"ES","ponto belo","Espírito Santo",6.71889237414476,5.50125821054473,0,7161,1,7161,0,"Sim","Masculino",0,"53",0.0465587044534413,0.303571428571429,0.340080971659919,1.44047619047619,0,0,0,1,"ES","Ponto Belo","ponto belo","15027475.17",16.52539076159,0.46064462580489
"504","ESpresidente kennedy",320430,"3204302",0.657,"ES","presidente kennedy","Espírito Santo",6.84178640203993,4.7347939537816,0,10786,0,10786,1,"Não","Masculino",0,"56",0.0923845193508115,0.046242774566474,0.647940074906367,0.023121387283237,0,0,0,1,"ES","Presidente Kennedy","presidente kennedy","96136391.59",18.381278486857,0.684453646214545
"505","ESrio bananal",320435,"3204351",0.681,"ES","rio bananal","Espírito Santo",6.79539252701129,4.76388187714291,0,17174,0,17174,0,"Sim","Masculino",0,"51",0.22,0.229957805907173,0.632,0.0548523206751055,0,0,0,1,"ES","Rio Bananal","rio bananal","33439163.45",17.3252383294205,0.744270306488879
"506","ESrio novo do sul",320440,"3204401",0.711,"ES","rio novo do sul","Espírito Santo",6.8346468071615,4.4636066216663,0,11440,0,11440,0,"Sim","Masculino",0,"60",0.124236252545825,0.125475285171103,0.535641547861507,0.155893536121673,1,0,0,0,"ES","Rio Novo do Sul","rio novo do sul","16758842.14",16.6344365659062,0.681639314791143
"507","ESsanta leopoldina",320450,"3204500",0.626,"ES","santa leopoldina","Espírito Santo",6.82249146502343,3.44839898314645,0,12727,0,12727,1,"Não","Masculino",1,"52",0.131578947368421,0.366379310344828,0.381578947368421,0.474137931034483,0,0,0,1,"ES","Santa Leopoldina","santa leopoldina","23829463.11",16.9864333188169,0.638310624414196
"508","ESsanta teresa",320460,"3204609",0.714,"ES","santa teresa","Espírito Santo",6.80546781443999,3.92434675511698,0,20747,1,20747,1,"Sim","Masculino",0,"63",0.20314253647587,0.159055118110236,0.712682379349046,0.119685039370079,0,0,0,1,"ES","Santa Teresa","santa teresa","38102857.87",17.4557998469951,0.727363313265197
"509","ESserra",320500,"3205002",0.739,"ES","serra","Espírito Santo",6.84576284713993,3.06152001409199,0,397226,0,397226,1,"Não","Masculino",1,"52",0.331087360594796,0.0725633974946532,0.760455390334573,0.106018942865872,0,0,0,1,"ES","Serra","serra","676951731",20.3331105299595,0.796992329988888
"510","ESsooretama",320501,"3205010",0.662,"ES","sooretama","Espírito Santo",6.81695491465564,4.84623223780465,0,23268,0,23268,0,"Não","Feminino",0,"50",0.177173913043478,0.397119341563786,0.528260869565217,0.11522633744856,1,0,0,0,"ES","Sooretama","sooretama","32648729.25",17.3013164925618,0.711510096590264
"511","ESvargem alta",320503,"3205036",0.663,"ES","vargem alta","Espírito Santo",6.81454289725996,4.3810261343403,0,18534,0,18534,0,"Sim","Masculino",1,"48",0.113031914893617,0.118110236220472,0.675531914893617,0.165354330708661,0,0,0,1,"ES","Vargem Alta","vargem alta","41200658.4",17.5339647947746,0.67457920313209
"512","ESvenda nova do imigrante",320506,"3205069",0.728,"ES","venda nova do imigrante","Espírito Santo",6.77881902679561,4.420405647543,0,19684,1,19684,1,"Não","Masculino",1,"50",0.087719298245614,0,0.954385964912281,0.0238970588235294,0,0,0,1,"ES","Venda Nova do Imigrante","venda nova do imigrante","33542139.42",17.3283130994449,0.682486659391927
"513","ESviana",320510,"3205101",0.686,"ES","viana","Espírito Santo",6.84366465752253,2.90526037038992,0,60191,0,60191,1,"Não","Feminino",0,"48",0.161082474226804,0.154628687690743,0.633376288659794,0.145473041709054,0,0,0,1,"ES","Viana","viana","81781212.3",18.2195580967087,0.701923621757598
"514","ESvila velha",320520,"3205200",0.8,"ES","vila velha","Espírito Santo",6.85920558589722,1.5993875765806,0,407579,0,407579,1,"Não","Masculino",0,"43",0.419676029127656,0.120881617814133,0.654034774855105,0.136559872756192,0,0,0,1,"ES","Vila Velha","vila velha","445054003.5",19.9137061889472,0.83831308870918
"515","GOalto horizonte",520055,"5200555",0.719,"GO","alto horizonte","Goiás",5.44768519819886,5.62130625283196,0,3318,0,3318,1,"Sim","Masculino",0,"46",0.157303370786517,0.0306122448979592,0.734082397003745,0.147959183673469,0,0,0,1,"GO","Alto Horizonte","alto horizonte","21479514.43",16.8826102216697,0.701141920719814
"516","GOalvorada do norte",520080,"5200803",0.66,"GO","alvorada do norte","Goiás",5.35370476862759,5.94991311994975,0,8570,0,8570,0,"Não","Masculino",1,"51",0.17056856187291,0,0.876254180602007,0.083969465648855,0,1,0,0,"GO","Alvorada do Norte","alvorada do norte","11483713.4",16.2564403634505,0.717314606584434
"517","GOamaralina",520082,"5200829",0.609,"GO","amaralina","Goiás",5.53398219841592,5.72407517792396,0,3662,0,3662,1,"Sim","Masculino",1,"45",0.125628140703518,0.0860927152317881,0.758793969849246,0.205298013245033,0,0,0,1,"GO","Amaralina","amaralina","8315119.92",15.9335860926339,0.675993003801834
"518","GOamericano do brasil",520085,"5200852",0.7,"GO","americano do brasil","Goiás",5.41916237624024,4.50997999898434,0,4811,0,4811,0,"Não","Masculino",1,"40",0.121951219512195,0.0198675496688742,0.736585365853659,0.19205298013245,0,0,0,1,"GO","Americano do Brasil","americano do brasil","7203111.65",15.7900236642373,0.676734178699181
"520","GOanicuns",520130,"5201306",0.714,"GO","anicuns","Goiás",5.43760093365042,4.37260741275739,0,18110,1,18110,1,"Não","Masculino",0,"41",0.0918727915194346,0.0530973451327434,0.399293286219081,1.45132743362832,0,0,0,1,"GO","Anicuns","anicuns","26354520.84",17.0871503871158,0.485843375878132
"522","GOaraguapaz",520215,"5202155",0.674,"GO","araguapaz","Goiás",5.70234811311802,5.43803582971712,0,7742,0,7742,1,"Não","Masculino",0,"47",0.346456692913386,0.111111111111111,0.496062992125984,0.396825396825397,0,0,0,1,"GO","Araguapaz","araguapaz","8364230.07",15.9394748463259,0.764155085401931
"523","GObaliza",520310,"5203104",0.655,"GO","baliza","Goiás",6.20550680703299,5.87231495313598,0,3551,0,3551,0,"Não","Masculino",0,"40",0.173469387755102,0.0272108843537415,0.75,0.306122448979592,0,0,0,1,"GO","Baliza","baliza","6260104.12",15.6497073755258,0.687651227794063
"525","GObrazabrantes",520360,"5203609",0.701,"GO","brazabrantes","Goiás",5.14662200329584,3.43720781918519,0,3294,0,3294,1,"Sim","Masculino",0,"43",0,0.0416666666666667,0.436363636363636,0.902777777777778,0,0,0,1,"GO","Brazabrantes","brazabrantes","6910387.34",15.7485362491656,0.514263972544904
"527","GOcabeceiras",520400,"5204003",0.668,"GO","cabeceiras","Goiás",4.67609452432479,5.58694898803541,0,6796,0,6796,0,"Não","Masculino",0,"54",0.236196319018405,0.0956175298804781,0.769938650306748,0.099601593625498,0,0,0,1,"GO","Cabeceiras","cabeceiras","8261763.74",15.9271486505484,0.748157150840802
"528","GOcachoeira alta",520410,"5204102",0.71,"GO","cachoeira alta","Goiás",6.13281218812001,5.67907986201583,0,8280,1,8280,0,"Não","Feminino",1,"57",0.237082066869301,0.111524163568773,0.817629179331307,0.111524163568773,0,0,0,1,"GO","Cachoeira Alta","cachoeira alta","13025250.43",16.3824003722903,0.746767044990469
"531","GOcaldazinha",520455,"5204557",0.685,"GO","caldazinha","Goiás",5.04045296250544,3.30027146307219,0,3299,0,3299,1,"Não","Masculino",0,"62",0.311284046692607,0,0.918287937743191,0.0889830508474576,0,0,0,1,"GO","Caldazinha","caldazinha","5910424.77",15.592228259896,0.789935715264761
"532","GOcampinorte",520470,"5204706",0.688,"GO","campinorte","Goiás",5.3435774979529,5.57291419945116,0,10010,0,10010,1,"Não","Masculino",0,"29",0.229281767955801,0.0559006211180124,0.889502762430939,0.0683229813664596,1,0,0,0,"GO","Campinorte","campinorte","11057862.2",16.2186522442361,0.749387227414204
"533","GOcampos belos",520490,"5204904",0.692,"GO","campos belos","Goiás",5.7976067024957,6.18394268411131,0,18984,0,18984,0,"Não","Masculino",1,"48",0.293877551020408,0,0.903401360544218,0.0963855421686747,0,0,0,1,"GO","Campos Belos","campos belos","19384935.99",16.7800068270441,0.779838807875101
"534","GOcampos verdes",520495,"5204953",0.654,"GO","campos verdes","Goiás",5.52609018624591,5.60822559775798,0,6281,0,6281,1,"Sim","Masculino",0,"40",0.187319884726225,0.00611620795107034,0.942363112391931,0.0305810397553517,0,0,0,1,"GO","Campos Verdes","campos verdes","9450810.58",16.0616110714528,0.733378190833494
"535","GOcarmo do rio verde",520500,"5205000",0.713,"GO","carmo do rio verde","Goiás",5.27938935666252,5.0441990109344,0,9333,0,9333,1,"Não","Masculino",0,"54",0.166666666666667,0.106707317073171,0.759259259259259,0.0670731707317073,0,0,0,1,"GO","Carmo do Rio Verde","carmo do rio verde","10992263.36",16.2127022524003,0.716308528172446
"536","GOcavalcante",520530,"5205307",0.584,"GO","cavalcante","Goiás",5.42119849592385,5.92377439813803,0,10290,0,10290,1,"Não","Masculino",0,"52",0.103671706263499,0,0.909287257019438,0.0997624703087886,0,0,0,1,"GO","Cavalcante","cavalcante","17763874.03",16.6926774040607,0.680266961624103
"537","GOceres",520540,"5205406",0.775,"GO","ceres","Goiás",5.22703616454307,5.05509865080278,0,19114,1,19114,1,"Sim","Masculino",1,"50",0.091164095371669,0,0.429172510518934,0.493464052287582,0,0,0,1,"GO","Ceres","ceres","28562811.06",17.1676161170627,0.619097732969613
"538","GOcezarina",520545,"5205455",0.711,"GO","cezarina","Goiás",5.46966223262836,4.1652689005588,0,7715,0,7715,0,"Não","Masculino",0,"47",0.188449848024316,0.01953125,0.778115501519757,0.171875,0,0,0,1,"GO","Cezarina","cezarina","11750852.61",16.2794363584751,0.714187198840718
"539","GOcidade ocidental",520549,"5205497",0.717,"GO","cidade ocidental","Goiás",3.4974162394027,5.05490733037236,0,51303,0,51303,0,"Não","Masculino",1,"32",0.209237618252643,0.0856898029134533,0.649415692821369,0.0668380462724936,0,0,0,1,"GO","Cidade Ocidental","cidade ocidental","56109541.68",17.8428164394528,0.738781646434865
"540","GOcolinas do sul",520552,"5205521",0.658,"GO","colinas do sul","Goiás",5.2030721846313,5.73032702987831,0,3999,0,3999,1,"Não","Masculino",0,"31",0.161094224924012,0.0863309352517986,0.422492401215805,1.24460431654676,0,0,0,1,"GO","Colinas do Sul","colinas do sul","7759126.48",15.864380318813,0.55019583706612
"541","GOcristalina",520620,"5206206",0.699,"GO","cristalina","Goiás",4.74519296390792,5.16438589390217,0,38125,0,38125,1,"Não","Masculino",1,"58",0.196382428940568,0.071301247771836,0.724806201550388,0.163992869875223,0,0,0,1,"GO","Cristalina","cristalina","69651595.79",18.0590161694854,0.718774777048362
"543","GOdiorama",520710,"5207105",0.729,"GO","diorama","Goiás",5.88348950544268,5.38975642686482,0,2269,0,2269,1,"Não","Masculino",0,"41",0.111801242236025,0.0592592592592593,0.838509316770186,0.0296296296296296,0,0,0,1,"GO","Diorama","diorama","5827587.69",15.5781136973979,0.693506058471794
"544","GOedealina",520735,"5207352",0.702,"GO","edealina","Goiás",5.56125838773631,4.54169776303252,0,3822,0,3822,0,"Não","Masculino",0,"45",0.3,0.0357142857142857,0.875,0.025,0,0,0,1,"GO","Edealina","edealina","8145606.24",15.9129892281877,0.792496987303348
"546","GOfaina",520753,"5207535",0.65,"GO","faina","Goiás",5.5720399572304,5.19893892256776,0,7063,0,7063,0,"Não","Masculino",1,"21",0.263681592039801,0,0.756218905472637,0.322368421052632,0,0,0,1,"GO","Faina","faina","9985585.9",16.1166532011276,0.732735575880566
"547","GOfazenda nova",520760,"5207600",0.685,"GO","fazenda nova","Goiás",5.72987248441594,5.1465638113205,0,6469,1,6469,1,"Não","Masculino",0,"43",0.0676923076923077,0.0220994475138122,0.556923076923077,0.0883977900552486,0,0,0,1,"GO","Fazenda Nova","fazenda nova","11232754.63",16.2343445887102,0.6628251225548
"548","GOformosa",520800,"5208004",0.744,"GO","formosa","Goiás",4.23844490619586,5.48575083522817,0,94717,0,94717,1,"Não","Masculino",1,"47",0.337513061650993,0.113898026315789,0.847091605712295,0.0666118421052632,1,0,0,0,"GO","Formosa","formosa","81906113.25",18.2210841888948,0.805299919804589
"549","GOformoso",520810,"5208103",0.715,"GO","formoso","Goiás",5.55148563096794,5.82520332986054,0,5356,0,5356,0,"Não","Masculino",0,"40",0.241830065359477,0,0.96078431372549,0.0408163265306122,0,0,0,1,"GO","Formoso","formoso","7722901.42",15.8597006830002,0.760434412169548
"550","GOgoiandira",520850,"5208509",0.76,"GO","goiandira","Goiás",5.56895500439056,5.31699190681285,0,5074,0,5074,1,"Sim","Masculino",1,"57",0.148148148148148,0.0151515151515152,0.698412698412698,0.333333333333333,0,0,0,1,"GO","Goiandira","goiandira","9004408.14",16.0132248087242,0.670829774454987
"551","GOgoianira",520880,"5208806",0.694,"GO","goianira","Goiás",5.18475665432487,3.31017798327499,0,25647,0,25647,1,"Sim","Masculino",1,"47",0.306766917293233,0.0178571428571429,0.842105263157895,0.139285714285714,0,0,0,1,"GO","Goianira","goianira","27920773.01",17.1448815220798,0.780378642367405
"553","GOguarinos",520945,"5209457",0.652,"GO","guarinos","Goiás",5.40703723326228,5.40150552434421,0,2424,0,2424,1,"Não","Masculino",0,"44",0.0303030303030303,0,0.871212121212121,0.147826086956522,0,0,0,1,"GO","Guarinos","guarinos","5264850.36",15.4765632814939,0.635367598019491
"554","GOhidrolina",520980,"5209804",0.677,"GO","hidrolina","Goiás",5.3095045559386,5.38706057638243,0,4231,0,4231,0,"Sim","Masculino",0,"41",0.0733590733590734,0.0429447852760736,0.629343629343629,0.521472392638037,0,0,0,1,"GO","Hidrolina","hidrolina","6921485.51",15.7501409736309,0.605402083907601
"555","GOiaciara",520990,"5209903",0.644,"GO","iaciara","Goiás",5.45305358919735,5.99610376925641,0,12672,0,12672,1,"Não","Masculino",0,"48",0.360759493670886,0.0297766749379653,0.850210970464135,0.119106699751861,0,0,0,1,"GO","Iaciara","iaciara","13181651.39",16.394336374334,0.811164327014892
"556","GOindiara",520995,"5209952",0.701,"GO","indiara","Goiás",5.58556184326877,4.53731951907992,0,13230,1,13230,0,"Não","Masculino",0,"52",0.16468253968254,0.0526315789473684,0.640873015873016,0.486068111455108,0,0,0,1,"GO","Indiara","indiara","15206047.69",16.5372037810276,0.657779417598884
"557","GOinhumas",521000,"5210000",0.72,"GO","inhumas","Goiás",5.18878147947973,3.78509831185448,0,46555,1,46555,1,"Sim","Masculino",1,"37",0.315304948216341,0.0082135523613963,0.840621403912543,0.15605749486653,1,0,0,0,"GO","Inhumas","inhumas","54734080.36",17.8179971146988,0.782618177579641
"559","GOitaguari",521056,"5210562",0.693,"GO","itaguari","Goiás",5.19145572476394,4.52612697864764,0,4369,0,4369,0,"Sim","Masculino",0,"42",0.221674876847291,0.0494505494505494,0.896551724137931,0.043956043956044,0,0,0,1,"GO","Itaguari","itaguari","6899981.68",15.7470293144915,0.748886045766593
"560","GOitaguaru",521060,"5210604",0.718,"GO","itaguaru","Goiás",5.20598275534524,4.70184307324835,0,5605,0,5605,0,"Sim","Masculino",0,"52",0.268199233716475,0.0621468926553672,0.67816091954023,0.384180790960452,0,0,0,1,"GO","Itaguaru","itaguaru","7406711.84",15.817897152499,0.725740875888576
"561","GOitapaci",521090,"5210901",0.725,"GO","itapaci","Goiás",5.28086597293428,5.27156262923922,0,16806,0,16806,0,"Não","Masculino",0,"72",0.150837988826816,0.0869565217391304,0.728119180633147,0.10230179028133,0,1,0,0,"GO","Itapaci","itapaci","13444667.33",16.4140931043518,0.703415035627443
"562","GOitapuranga",521120,"5211206",0.726,"GO","itapuranga","Goiás",5.38224482648332,4.97466263363744,0,25337,0,25337,1,"Não","Masculino",1,"48",0.142483660130719,0.177685950413223,0.632679738562091,0.330578512396694,0,0,0,1,"GO","Itapuranga","itapuranga","21773117.31",16.8961866158856,0.666252413235069
"563","GOitumbiara",521150,"5211503",0.752,"GO","itumbiara","Goiás",5.78043482617728,5.26594912151531,0,91843,0,91843,1,"Sim","Masculino",0,"51",0.313364055299539,0.0787792760823279,0.649308755760369,0.163236337828247,0,0,0,1,"GO","Itumbiara","itumbiara","149841382.5",18.8250878425658,0.779738402939115
"565","GOjaupaci",521200,"5212006",0.689,"GO","jaupaci","Goiás",5.78741871783987,5.2448110990249,0,3070,0,3070,1,"Sim","Masculino",0,"49",0.25,0.0526315789473684,0.890625,0.0701754385964912,0,0,0,1,"GO","Jaupaci","jaupaci","6982472.75",15.7589136741802,0.759965303769425
"568","GOmairipotaba",521260,"5212600",0.745,"GO","mairipotaba","Goiás",5.46843981588499,4.29592393562047,0,2775,1,2775,0,"Não","Masculino",0,"41",0.158653846153846,0.0679611650485437,0.495192307692308,0.951456310679612,0,0,0,1,"GO","Mairipotaba","mairipotaba","6071096.21",15.6190497414586,0.589845174469332
"569","GOmara rosa",521280,"5212808",0.691,"GO","mara rosa","Goiás",5.47020972785145,5.69073100691147,0,10516,1,10516,1,"Não","Masculino",0,"54",0.128888888888889,0.0176767676767677,0.88,0.095959595959596,0,0,0,1,"GO","Mara Rosa","mara rosa","12855892.45",16.3693128206209,0.693715360806823
"570","GOmineiros",521310,"5213103",0.718,"GO","mineiros","Goiás",6.27451717017608,5.89731868921775,0,47500,1,47500,1,"Sim","Feminino",1,"44",0.327385037748799,0.0636792452830189,0.582017844886754,0.654481132075472,0,0,0,1,"GO","Mineiros","mineiros","73458278.39",18.1122281620616,0.719037338869849
"571","GOmontividiu",521375,"5213756",0.733,"GO","montividiu","Goiás",5.97161891888728,5.39911247658293,0,9766,0,9766,0,"Sim","Masculino",0,"46",0.186440677966102,0.0267175572519084,0.555084745762712,0.67175572519084,0,0,0,1,"GO","Montividiu","montividiu","22513444.54",16.9296232238327,0.643659734515516
"572","GOmontividiu do norte",521377,"5213772",0.613,"GO","montividiu do norte","Goiás",5.72155690275537,5.99786899478098,0,4621,0,4621,0,"Não","Masculino",0,"44",0.395061728395062,0,0.962962962962963,0.0384615384615385,0,1,0,0,"GO","Montividiu do Norte","montividiu do norte","9331699.9",16.0489277534409,0.840599686873763
"573","GOmorrinhos",521380,"5213806",0.734,"GO","morrinhos","Goiás",5.5227001496972,4.77246270376229,0,40512,0,40512,1,"Não","Masculino",0,"64",0.305750350631136,0.0544354838709677,0.695652173913043,0.300403225806452,0,0,0,1,"GO","Morrinhos","morrinhos","43744803.23",17.5938833803983,0.757031177090154
"574","GOmundo novo",521405,"5214051",0.634,"GO","mundo novo","Goiás",5.81996422894561,5.83211705387385,0,6916,0,6916,0,"Não","Masculino",1,"48",0.090032154340836,0,0.77491961414791,0.29045643153527,0,0,0,1,"GO","Mundo Novo","mundo novo","10609710.78",16.1772802510292,0.646688818316575
"575","GOnova aurora",521480,"5214804",0.747,"GO","nova aurora","Goiás",5.54423950475159,5.22848485694936,0,2184,0,2184,0,"Não","Masculino",1,"51",0.139705882352941,0.015625,0.941176470588235,0.0390625,0,0,0,1,"GO","Nova Aurora","nova aurora","5672076.33",15.5510658044378,0.70727496988183
"576","GOnova roma",521490,"5214903",0.634,"GO","nova roma","Goiás",5.53410069820868,6.02622822704427,0,3644,0,3644,0,"Não","Masculino",0,"42",0.0775510204081633,0.0176470588235294,0.693877551020408,0.370588235294118,0,0,0,1,"GO","Nova Roma","nova roma","6405498",15.6726672420469,0.62884406626896
"577","GOnova veneza",521500,"5215009",0.718,"GO","nova veneza","Goiás",5.09190801422499,3.5562048372094,0,7168,0,7168,0,"Não","Masculino",1,"31",0.0612244897959184,0.0174672489082969,0.667638483965015,0.454148471615721,0,0,0,1,"GO","Nova Veneza","nova veneza","8276105.64",15.9288830823867,0.608740103799515
"578","GOnovo brasil",521520,"5215207",0.699,"GO","novo brasil","Goiás",5.69954015539807,5.14283246370764,0,3454,0,3454,0,"Sim","Masculino",1,"40",0.0595238095238095,0,0.452380952380952,1.21052631578947,0,0,0,1,"GO","Novo Brasil","novo brasil","6355655.11",15.664855543052,0.503071910615775
"579","GOnovo gama",521523,"5215231",0.684,"GO","novo gama","Goiás",3.50074101199842,4.98920734668263,0,87558,1,87558,1,"Não","Masculino",0,"36",0.0846736045411542,0.0569877883310719,0.697256385998108,0.246947082767978,0,0,0,1,"GO","Novo Gama","novo gama","80143370",18.1993277136982,0.649232490340027
"581","GOorizona",521530,"5215306",0.715,"GO","orizona","Goiás",4.97314108966868,4.6931810633108,0,15015,0,15015,1,"Não","Masculino",1,"42",0.500863557858377,0.0135922330097087,0.889464594127807,0.0951456310679612,1,0,0,0,"GO","Orizona","orizona","21608473.95",16.88859610822,0.887689022388816
"583","GOpadre bernardo",521560,"5215603",0.651,"GO","padre bernardo","Goiás",4.36551608254689,5.2893270747099,0,27429,0,27429,1,"Não","Masculino",0,"80",0.207472959685349,0.0221445221445221,0.843657817109145,0.0675990675990676,0,0,0,1,"GO","Padre Bernardo","padre bernardo","30802594.18",17.2431094710203,0.738541778776925
"584","GOpalmelo",521580,"5215801",0.73,"GO","palmelo","Goiás",5.19062079109266,4.7337392867828,0,2324,0,2324,0,"Sim","Masculino",0,"43",0.0708955223880597,0.08,0.652985074626866,0.382857142857143,1,0,0,0,"GO","Palmelo","palmelo","5656257.14",15.54827294875,0.622902735308506
"585","GOparanaiguara",521630,"5216304",0.711,"GO","paranaiguara","Goiás",6.11575966637959,5.6683279936718,0,7899,0,7899,1,"Não","Masculino",0,"41",0.218009478672986,0.0284900284900285,0.83175355450237,0.056980056980057,0,0,0,1,"GO","Paranaiguara","paranaiguara","13467882.32",16.4158183214762,0.745427314536143
"587","GOpiranhas",521720,"5217203",0.721,"GO","piranhas","Goiás",6.04491052281361,5.61728005903285,0,11324,1,11324,1,"Não","Masculino",0,"60",0.221393034825871,0.156666666666667,0.746268656716418,0.106666666666667,1,0,0,0,"GO","Piranhas","piranhas","14123368.23",16.4633413047836,0.738709064000934
"588","GOpires do rio",521740,"5217401",0.744,"GO","pires do rio","Goiás",5.15438925774095,4.82470724170819,0,27792,0,27792,1,"Não","Masculino",0,"50",0.194390715667311,0.0703703703703704,0.783365570599613,0.155555555555556,0,0,0,1,"GO","Pires do Rio","pires do rio","28738629.58",17.1737527541101,0.718919776763182
"589","GOplanaltina",521760,"5217609",0.669,"GO","planaltina","Goiás",3.90540112911926,5.4027674679045,0,79162,0,79162,0,"Não","Masculino",1,"60",0.241258741258741,0,0.944444444444444,0.0588235294117647,0,0,0,1,"GO","Planaltina","planaltina","70835006.75",18.0758638820875,0.757637033149668
"590","GOpontalina",521770,"5217708",0.687,"GO","pontalina","Goiás",5.53236129233053,4.56892105331297,0,16688,0,16688,1,"Não","Masculino",0,"40",0.265210608424337,0,0.939157566302652,0.0647840531561462,0,0,0,1,"GO","Pontalina","pontalina","18598429.34",16.7385876910318,0.769289269072807
"591","GOporangatu",521800,"5218003",0.727,"GO","porangatu","Goiás",5.67428500386718,5.88674271633642,0,40420,1,40420,1,"Sim","Masculino",1,"47",0.322878228782288,0,0.805350553505535,0.241695303550974,0,0,0,1,"GO","Porangatu","porangatu","46042926.55",17.6450847051757,0.774777618332737
"592","GOposse",521830,"5218300",0.659,"GO","posse","Goiás",5.52792001292299,6.04569228181108,0,30812,0,30812,1,"Não","Masculino",0,"48",0.17545871559633,0.00614250614250614,0.93348623853211,0.042997542997543,0,0,0,1,"GO","Posse","posse","30050813.2",17.2184002801434,0.725474214572732
"593","GOprofessor jamil",521839,"5218391",0.684,"GO","professor jamil","Goiás",5.37226461150012,4.15277069069071,0,3386,1,3386,0,"Não","Masculino",1,"39",0.0416666666666667,0.142857142857143,0.4375,1.03174603174603,0,0,0,1,"GO","Professor Jamil","professor jamil","5598230.16",15.5379610628962,0.516820236431223
"595","GOrio quente",521878,"5218789",0.731,"GO","rio quente","Goiás",5.47730002207648,4.88310490698499,0,3177,0,3177,1,"Não","Masculino",0,"39",0.202783300198807,0.0161725067385445,0.737574552683897,0.0592991913746631,1,0,0,0,"GO","Rio Quente","rio quente","13989692.73",16.4538313828551,0.737324279463128
"596","GOrio verde",521880,"5218805",0.754,"GO","rio verde","Goiás",5.96645438410381,5.3798512695293,0,158818,1,158818,1,"Não","Masculino",1,"64",0.128835562549174,0.102330662782229,0.540125885129819,0.696285506190823,1,0,0,0,"GO","Rio Verde","rio verde","269252787.3",19.4111612260363,0.609306224135454
