code_muni;ADM_DIRETA;SI;EF;EM;ES;POS_GRAD;ESTATUTARIOS;ESTATUTARIOS_SI;ESTATUTARIOS_EF;ESTATUTARIOS_EM;ESTATUTARIOS_ES;ESTATUTARIOS_POS;CLT;CLT_SI;CLT_EF;CLT_EM;CLT_ES;CLT_POS;COMISSIONADOS;COMISSIONADOS_SI;COMISSIONADOS_EF;COMISSIONADOS_EM;COMISSIONADOS_ES;COMISSIONADOS_POS;SEMVINC;SEMVINC_SI;SEMVINC_EF;SEMVINC_EF;SEMVINC_ES;SEMVINC_POS
320501;920;87;252;205;248;128;486;87;106;130;77;86;0;0;0;0;0;0;56;0;16;20;18;2;378;0;130;55;153;40
320503;752;0;112;482;158;0;508;0;72;351;85;0;0;0;0;0;0;0;84;0;15;56;13;0;120;0;15;45;60;0
320506;570;0;88;420;62;0;0;0;0;0;0;0;544;0;88;406;50;0;13;0;0;1;12;0;4;0;0;4;0;0
320510;1552;5;48;1079;322;98;983;0;0;733;221;29;0;0;0;0;0;0;143;0;0;125;18;0;401;5;48;196;83;69
320515;486;0;156;208;73;49;172;0;80;44;21;27;4;0;0;4;0;0;82;0;21;39;22;0;228;0;55;121;30;22
320517;441;1;99;181;121;39;305;1;80;102;83;39;5;0;3;2;0;0;39;0;3;23;13;0;92;0;13;54;25;0
320520;6729;0;951;2165;2971;642;4401;0;697;880;2217;607;0;0;0;0;0;0;601;0;30;314;249;8;1384;0;77;775;505;27
320530;14274;111;2116;5427;3321;3299;9316;100;1127;2860;2577;2652;574;10;386;133;40;5;816;0;89;339;283;105;1945;1;166;820;421;537
330010;3845;4;583;2215;1043;0;2485;4;475;1283;723;0;587;0;45;327;215;0;491;0;63;323;105;0;0;0;0;0;0;0
330015;517;0;235;140;77;65;487;0;235;111;76;65;1;0;0;1;0;0;29;0;0;28;1;0;0;0;0;0;0;0
330020;2562;0;1054;915;593;0;2306;0;973;790;543;0;24;0;22;0;2;0;232;0;59;125;48;0;0;0;0;0;0;0
330022;602;3;229;268;70;32;539;3;204;240;61;31;11;0;10;1;0;0;50;0;15;26;9;0;2;0;0;1;0;1
330023;2703;0;483;448;1606;166;1151;0;196;31;758;166;817;0;164;196;457;0;581;0;123;67;391;0;0;0;0;0;0;0
330025;2128;1;483;1019;518;107;1058;0;279;493;263;23;650;1;169;195;216;69;262;0;35;173;39;15;0;0;0;0;0;0
330030;2311;18;134;1336;784;39;2038;18;88;1186;713;33;78;0;2;70;4;2;114;0;3;48;59;4;58;0;41;9;8;0
330040;3664;250;488;1416;1510;0;2841;244;434;932;1231;0;382;2;49;107;224;0;112;4;5;48;55;0;0;0;0;0;0;0
330045;8039;0;1014;3964;3061;0;4806;0;323;2184;2299;0;10;0;0;10;0;0;773;0;315;281;177;0;2450;0;376;1489;585;0
330050;727;0;243;312;171;1;652;0;231;275;146;0;18;0;4;6;8;0;51;0;8;25;17;1;0;0;0;0;0;0
330060;1040;0;504;433;103;0;51;0;21;30;0;0;945;0;472;387;86;0;44;0;11;16;17;0;0;0;0;0;0;0
330070;13300;1962;4143;1390;5805;0;6444;1050;1152;634;3608;0;0;0;0;0;0;0;1624;82;178;523;841;0;5227;830;2813;228;1356;0
330080;2176;130;486;932;620;8;1140;99;298;414;327;2;891;22;161;444;258;6;145;9;27;74;35;0;0;0;0;0;0;0
330090;1135;0;579;478;78;0;805;0;415;329;61;0;0;0;0;0;0;0;83;0;0;75;8;0;247;0;164;74;9;0
330093;1613;198;409;605;292;109;1049;104;279;393;181;92;0;0;0;0;0;0;564;94;130;212;111;17;0;0;0;0;0;0
330095;666;0;252;288;90;36;526;0;195;212;83;36;4;0;4;0;0;0;94;0;22;65;7;0;42;0;31;11;0;0
330100;9295;472;724;1913;6184;2;8449;430;638;1509;5870;2;65;14;10;18;23;0;750;28;63;368;291;0;0;0;0;0;0;0
330110;1239;0;497;526;216;0;1020;0;461;409;150;0;115;0;11;68;36;0;104;0;25;49;30;0;0;0;0;0;0;0
330115;1089;13;520;392;164;0;722;11;359;240;112;0;0;0;0;0;0;0;82;0;25;41;16;0;277;2;136;103;36;0
330120;1015;0;520;461;23;11;871;0;450;410;0;11;1;0;0;1;0;0;143;0;70;50;23;0;0;0;0;0;0;0
330130;2026;35;653;896;438;4;1213;9;232;627;343;2;41;2;31;6;2;0;525;0;203;230;90;2;244;24;187;30;3;0
330140;1319;2;632;484;200;1;704;1;383;228;92;0;0;0;0;0;0;0;59;0;15;32;12;0;556;1;234;224;96;1
330150;715;6;307;222;132;48;477;3;203;147;76;48;172;3;92;45;32;0;66;0;12;30;24;0;0;0;0;0;0;0
330160;760;0;310;286;163;1;709;0;300;257;151;1;0;0;0;0;0;0;51;0;10;29;12;0;0;0;0;0;0;0
330170;Ignorado;0;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;0;Ignorado;Ignorado;Ignorado;0;Ignorado;0;Ignorado;Ignorado;Ignorado;0;0;0;0;0;0;0
330180;1012;5;516;329;162;0;47;0;0;32;15;0;413;1;200;139;73;0;18;0;3;11;4;0;534;4;313;147;70;0
330185;2278;0;845;969;428;36;489;0;240;164;65;20;0;0;0;0;0;0;272;0;0;262;10;0;1472;0;605;498;353;16
330187;1551;58;447;700;346;0;930;56;160;478;236;0;306;2;66;165;73;0;116;0;22;57;37;0;0;0;0;0;0;0
330190;3962;0;632;1833;1497;0;2388;0;289;970;1129;0;0;0;0;0;0;0;881;0;225;386;270;0;551;0;118;335;98;0
330200;6034;52;1642;3168;1155;17;2179;11;371;867;913;17;0;0;0;0;0;0;654;0;115;403;136;0;3162;41;1156;1859;106;0
330205;762;0;416;294;52;0;525;0;315;158;52;0;1;0;0;1;0;0;44;0;0;44;0;0;192;0;101;91;0;0
330210;994;0;304;443;174;73;770;0;253;338;109;70;139;0;38;63;35;3;85;0;13;42;30;0;0;0;0;0;0;0
330220;1645;0;903;60;579;103;172;0;100;1;46;25;1333;0;740;50;470;73;140;0;63;9;63;5;0;0;0;0;0;0
330225;2118;7;925;713;467;6;1517;5;694;462;354;2;96;0;33;35;28;0;361;0;159;128;70;4;72;2;12;43;15;0
330227;2900;0;641;1285;962;12;1674;0;360;949;356;9;36;0;3;15;18;0;709;0;278;321;107;3;481;0;0;0;481;0
330230;830;8;166;618;33;5;449;5;52;370;17;5;87;3;18;65;1;0;174;0;74;95;5;0;120;0;22;88;10;0
330240;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
330245;493;0;212;193;68;20;295;0;123;92;62;18;0;0;0;0;0;0;160;0;89;63;6;2;38;0;0;38;0;0
330250;2587;0;551;1599;437;0;2543;0;551;1560;432;0;0;0;0;0;0;0;44;0;0;39;5;0;0;0;0;0;0;0
330260;3721;5;1038;1795;883;0;2203;3;576;1017;607;0;0;0;0;0;0;0;1518;2;462;778;276;0;0;0;0;0;0;0
330270;2655;0;293;211;2049;102;2279;0;160;160;1857;102;2;0;0;2;0;0;374;0;133;49;192;0;0;0;0;0;0;0
330280;1121;0;323;590;208;0;476;0;161;237;78;0;304;0;42;164;98;0;82;0;20;45;17;0;259;0;100;144;15;0
330285;1956;0;116;959;881;0;1377;0;23;689;665;0;0;0;0;0;0;0;378;0;44;175;159;0;198;0;49;92;57;0
330290;1161;0;437;379;318;27;687;0;295;164;205;23;335;0;130;153;51;1;139;0;12;62;62;3;0;0;0;0;0;0
330300;931;3;125;538;265;0;750;3;98;430;219;0;83;0;23;49;11;0;26;0;1;17;8;0;57;0;3;27;27;0
330310;1021;5;469;343;199;5;833;4;393;266;165;5;8;1;6;1;0;0;86;0;0;59;27;0;94;0;70;17;7;0
330320;3040;0;1169;779;943;149;1609;0;499;277;684;149;982;0;521;205;256;0;407;0;149;255;3;0;1;0;0;1;0;0
330330;3747;0;1325;1639;783;0;2470;0;1061;1030;379;0;0;0;0;0;0;0;1271;0;264;603;404;0;2;0;0;2;0;0
330340;5394;28;2068;2045;1180;73;188;0;10;41;75;62;4784;28;1983;1847;915;11;422;0;75;157;190;0;0;0;0;0;0;0
330350;6904;7;716;2513;3080;588;4945;6;247;1537;2606;549;113;1;27;27;57;1;1348;0;230;663;417;38;0;0;0;0;0;0
330360;1162;2;178;731;251;0;96;0;0;50;46;0;837;2;122;604;109;0;229;0;56;77;96;0;0;0;0;0;0;0
330370;2040;0;545;1255;210;30;1059;0;300;629;100;30;225;0;45;100;80;0;756;0;200;526;30;0;0;0;0;0;0;0
330380;1363;1;498;567;172;125;1048;1;405;407;131;104;82;0;10;48;3;21;219;0;79;108;32;0;14;0;4;4;6;0
330385;1173;1;255;568;349;0;780;0;201;334;245;0;12;1;8;3;0;0;145;0;30;82;33;0;236;0;16;149;71;0
330390;4451;36;1109;1575;1555;176;3907;26;1025;1330;1371;155;86;10;37;15;24;0;231;0;0;50;160;21;0;0;0;0;0;0
330395;1124;3;111;640;355;15;603;3;50;323;218;9;311;0;46;177;83;5;205;0;13;138;53;1;5;0;2;2;1;0
330400;1976;0;385;683;729;179;1610;0;356;611;499;144;25;0;4;7;12;2;272;0;0;21;218;33;0;0;0;0;0;0
330410;721;0;183;339;127;72;668;0;175;313;108;72;0;0;0;0;0;0;53;0;8;26;19;0;0;0;0;0;0;0
330411;1262;5;307;369;484;97;571;5;235;136;156;39;74;0;30;18;21;5;155;0;42;68;27;18;401;0;0;86;280;35
330412;839;0;328;328;169;14;508;0;210;180;116;2;128;0;47;39;33;9;139;0;46;74;16;3;13;0;4;5;4;0
330414;2460;200;333;1156;771;0;1861;110;210;861;680;0;0;0;0;0;0;0;599;90;123;295;91;0;0;0;0;0;0;0
330415;2201;0;1079;899;223;0;0;0;0;0;0;0;1748;0;1079;448;221;0;185;0;0;183;2;0;0;0;0;0;0;0
330420;1319;15;534;567;192;11;913;15;434;356;104;4;26;0;0;14;11;1;262;0;39;146;72;5;13;0;3;4;5;1
330430;3741;305;1270;1438;623;105;2181;170;730;793;383;105;0;0;0;0;0;0;288;0;0;288;0;0;1272;135;540;357;240;0
330440;1076;14;368;412;282;0;722;13;284;239;186;0;0;0;0;0;0;0;100;1;11;38;50;0;178;0;73;59;46;0
330450;900;0;399;284;157;60;611;0;276;166;110;59;248;0;117;96;34;1;41;0;6;22;13;0;0;0;0;0;0;0
330452;6339;2;1407;3362;1568;0;3119;0;657;1683;779;0;8;2;3;3;0;0;466;0;29;346;91;0;2608;0;718;1192;698;0
330455;86568;0;21035;28373;36324;836;77304;0;Ignorado;Ignorado;Ignorado;805;3162;0;2498;346;311;7;1240;0;192;373;657;18;4862;0;2344;995;1517;6
330460;1072;5;495;441;122;9;737;3;420;233;72;9;0;0;0;0;0;0;153;1;18;108;26;0;182;1;57;100;24;0
330470;1044;0;366;205;465;8;970;0;340;167;455;8;52;0;25;26;1;0;22;0;1;12;9;0;0;0;0;0;0;0
330475;2224;348;637;607;442;190;967;65;310;306;214;72;0;0;0;0;0;0;129;0;0;107;0;22;1125;283;327;191;228;96
330480;2042;21;859;815;307;40;1440;2;505;606;287;40;0;0;0;0;0;0;396;13;254;110;19;0;121;6;15;99;1;0
330490;12027;72;318;8776;2592;269;8546;60;298;5986;1982;220;0;0;0;0;0;0;3481;12;20;2790;610;49;0;0;0;0;0;0
330500;2432;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;118;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;1628;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;320;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado;350;Ignorado;Ignorado;Ignorado;Ignorado;Ignorado
330510;5806;28;1729;2700;1182;167;4026;28;1156;1754;933;155;0;0;0;0;0;0;1780;0;573;946;249;12;0;0;0;0;0;0
330513;545;251;53;173;68;0;407;220;42;108;37;0;0;0;0;0;0;0;123;31;11;56;25;0;15;0;0;9;6;0
330515;572;0;292;127;82;71;488;0;288;64;65;71;0;0;0;0;0;0;50;0;0;33;17;0;0;0;0;0;0;0
330520;3072;28;1277;1022;566;179;2173;24;861;708;401;179;0;0;0;0;0;0;513;1;309;161;42;0;377;3;98;153;123;0
330530;558;0;331;179;48;0;403;0;254;102;47;0;118;0;77;41;0;0;37;0;0;36;1;0;0;0;0;0;0;0
330540;571;7;163;278;112;11;468;4;121;233;101;9;90;3;39;38;8;2;13;0;3;7;3;0;0;0;0;0;0;0
330550;3165;0;1207;1161;797;0;1617;0;760;614;243;0;1093;0;295;437;361;0;394;0;91;110;193;0;0;0;0;0;0;0
330555;1800;100;532;828;282;58;1096;100;252;476;210;58;0;0;0;0;0;0;672;0;280;320;72;0;0;0;0;0;0;0
330560;1657;33;547;664;413;0;1115;31;318;435;331;0;0;0;0;0;0;0;292;1;135;122;34;0;250;1;94;107;48;0
330570;691;0;339;148;188;16;617;0;313;124;165;15;7;0;0;3;3;1;56;0;22;16;18;0;11;0;4;5;2;0
330575;912;3;254;495;145;15;130;0;41;70;18;1;462;3;133;213;99;14;320;0;80;212;28;0;0;0;0;0;0;0
330580;4096;467;974;970;1685;0;3570;419;838;784;1529;0;60;0;6;47;7;0;466;48;130;139;149;0;0;0;0;0;0;0
330590;1189;22;429;672;66;0;874;22;341;463;48;0;0;0;0;0;0;0;75;0;13;52;10;0;240;0;75;157;8;0
330600;2264;4;289;332;1638;1;1529;2;223;199;1104;1;238;2;27;14;195;0;67;0;12;34;21;0;377;0;27;32;318;0
330610;3453;0;1132;1974;347;0;2228;0;830;1209;189;0;237;0;30;188;19;0;144;0;0;131;13;0;844;0;272;446;126;0
330615;803;0;361;293;149;0;734;0;349;262;123;0;3;0;3;0;0;0;61;0;7;28;26;0;5;0;2;3;0;0
330620;1588;0;632;697;255;4;1325;0;578;524;219;4;60;0;28;32;0;0;199;0;26;137;36;0;0;0;0;0;0;0
330630;7507;5;2400;981;4121;0;4767;5;1597;433;2732;0;2024;0;642;212;1170;0;273;0;25;102;146;0;75;0;0;2;73;0
350010;1007;14;86;785;109;13;0;0;0;0;0;0;722;14;71;543;83;11;31;0;0;10;19;2;125;0;15;103;7;0
350020;240;0;71;96;69;4;0;0;0;0;0;0;230;0;69;91;66;4;10;0;2;5;3;0;0;0;0;0;0;0
350030;817;0;236;342;237;2;0;0;0;0;0;0;517;0;173;160;183;1;26;0;3;9;13;1;274;0;60;173;41;0
350040;266;1;67;102;84;12;240;1;65;93;69;12;4;0;0;3;1;0;22;0;2;6;14;0;0;0;0;0;0;0
350050;517;0;183;146;188;0;0;0;0;0;0;0;411;0;177;103;131;0;39;0;0;12;27;0;67;0;6;31;30;0
350055;391;0;188;156;47;0;280;0;168;80;32;0;0;0;0;0;0;0;42;0;14;14;14;0;8;0;6;1;1;0
350060;317;0;195;73;39;10;235;0;160;45;23;7;41;0;31;6;1;3;23;0;3;14;6;0;18;0;1;8;9;0
350070;973;1;355;410;207;0;886;1;340;359;186;0;0;0;0;0;0;0;57;0;15;31;11;0;30;0;0;20;10;0
350075;170;0;70;59;41;0;92;0;48;27;17;0;5;0;0;2;3;0;73;0;22;30;21;0;0;0;0;0;0;0
350080;196;0;90;63;40;3;0;0;0;0;0;0;179;0;85;60;32;2;17;0;5;3;8;1;0;0;0;0;0;0
350090;182;20;42;64;38;18;20;20;0;0;0;0;145;0;37;57;33;18;15;0;5;5;5;0;0;0;0;0;0;0
350100;501;0;352;90;53;6;365;0;310;40;15;0;76;0;10;30;30;6;60;0;32;20;8;0;0;0;0;0;0;0
350110;193;0;75;78;40;0;0;0;0;0;0;0;184;0;75;74;35;0;9;0;0;4;5;0;0;0;0;0;0;0
350115;943;0;324;385;204;30;0;0;0;0;0;0;773;0;285;299;159;30;123;0;37;54;32;0;15;0;0;2;13;0
350120;230;13;113;56;48;0;1;0;0;1;0;0;203;13;113;52;25;0;26;0;0;3;23;0;0;0;0;0;0;0
350130;709;2;191;235;281;0;0;0;0;0;0;0;609;2;186;189;232;0;65;0;5;11;49;0;0;0;0;0;0;0
350140;191;0;85;46;60;0;118;0;68;27;23;0;14;0;3;2;9;0;54;0;14;15;25;0;5;0;0;2;3;0
350150;149;0;43;81;25;0;0;0;0;0;0;0;143;0;43;80;20;0;6;0;0;1;5;0;0;0;0;0;0;0
350160;5113;11;1941;2052;1068;41;22;0;1;2;19;0;4347;11;1795;1542;960;39;238;0;86;61;89;2;0;0;0;0;0;0
350170;848;1;185;369;290;3;0;0;0;0;0;0;730;0;156;326;245;3;111;1;29;36;45;0;0;0;0;0;0;0
350180;233;0;52;96;85;0;155;0;42;63;50;0;0;0;0;0;0;0;8;0;4;2;2;0;70;0;6;31;33;0
350190;1899;13;516;694;676;0;0;0;0;0;0;0;1810;13;509;662;626;0;83;0;7;26;50;0;0;0;0;0;0;0
350200;328;0;71;205;52;0;0;0;0;0;0;0;266;0;71;145;50;0;62;0;0;60;2;0;0;0;0;0;0;0
350210;1360;0;200;660;390;110;0;0;0;0;0;0;900;0;200;300;300;100;80;0;0;30;40;10;100;0;0;50;50;0
350220;724;5;327;226;166;0;3;0;1;1;1;0;645;5;294;206;140;0;27;0;7;7;13;0;49;0;25;12;12;0
350230;184;0;47;118;19;0;0;0;0;0;0;0;143;0;42;90;11;0;36;0;5;23;8;0;0;0;0;0;0;0
350240;174;0;66;59;49;0;141;0;63;40;38;0;0;0;0;0;0;0;9;0;0;4;5;0;24;0;3;15;6;0
350250;1158;5;124;478;457;94;854;5;97;342;316;94;141;0;4;31;106;0;76;0;11;35;30;0;39;0;12;22;5;0
350260;208;30;71;50;57;0;133;20;40;36;37;0;14;3;11;0;0;0;27;0;0;7;20;0;30;7;18;5;0;0
350270;632;0;212;234;169;17;0;0;0;0;0;0;532;0;202;187;127;16;85;0;10;47;27;1;15;0;0;0;15;0
350275;685;4;148;301;232;0;378;4;137;155;82;0;0;0;0;0;0;0;307;0;11;146;150;0;0;0;0;0;0;0
350280;3073;6;589;1342;1041;95;2714;6;582;1132;901;93;0;0;0;0;0;0;210;0;7;61;140;2;0;0;0;0;0;0
350290;811;0;266;263;278;4;0;0;0;0;0;0;773;0;265;230;274;4;5;0;1;0;4;0;2;0;0;2;0;0
350300;231;0;76;101;54;0;3;0;0;3;0;0;189;0;76;90;23;0;39;0;0;8;31;0;0;0;0;0;0;0
350310;326;3;135;122;66;0;275;3;127;91;54;0;28;0;0;22;6;0;23;0;8;9;6;0;0;0;0;0;0;0
350315;229;0;120;63;46;0;0;0;0;0;0;0;200;0;110;53;37;0;22;0;7;8;7;0;7;0;3;2;2;0
350320;4832;7;1452;2064;1309;0;0;0;0;0;0;0;4720;7;1446;2009;1258;0;83;0;4;28;51;0;0;0;0;0;0;0
350330;2662;11;760;718;1168;5;2036;10;644;588;790;4;26;1;15;1;9;0;436;0;101;127;207;1;164;0;0;2;162;0
350335;145;0;45;81;19;0;119;0;41;64;14;0;2;0;0;1;1;0;24;0;4;16;4;0;0;0;0;0;0;0
350340;313;16;105;139;53;0;0;0;0;0;0;0;186;16;92;47;31;0;38;0;1;22;15;0;84;0;12;65;7;0
350350;256;15;80;96;65;0;0;0;0;0;0;0;251;10;80;96;65;0;5;5;0;0;0;0;0;0;0;0;0;0
350360;329;0;56;157;116;0;0;0;0;0;0;0;305;0;56;138;111;0;24;0;0;19;5;0;0;0;0;0;0;0
350370;514;7;216;130;161;0;511;7;216;130;158;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;2;0
350380;1010;15;417;291;211;76;845;14;362;242;153;74;52;1;22;4;24;1;112;0;33;44;34;1;1;0;0;1;0;0
350390;1335;16;442;475;402;0;1;0;0;0;1;0;1073;0;338;398;337;0;103;0;4;37;62;0;136;16;100;18;2;0
350395;155;0;63;46;44;2;143;0;62;44;35;2;3;0;0;0;3;0;9;0;1;2;6;0;0;0;0;0;0;0
350400;2422;400;703;949;370;0;1869;400;499;647;323;0;0;0;0;0;0;0;275;0;112;154;9;0;278;0;92;148;38;0
350410;2201;0;656;701;772;72;0;0;0;0;0;0;2038;0;652;665;654;67;161;0;4;34;118;5;0;0;0;0;0;0
350420;472;2;185;192;91;2;430;2;169;177;80;2;17;0;12;5;0;0;23;0;2;10;11;0;2;0;2;0;0;0
350430;229;5;81;106;37;0;0;0;0;0;0;0;204;5;81;88;30;0;23;0;0;18;5;0;2;0;0;0;2;0
350440;349;0;48;226;75;0;0;0;0;0;0;0;332;0;48;211;73;0;16;0;0;14;2;0;0;0;0;0;0;0
350450;2316;10;799;800;707;0;2000;10;759;676;555;0;3;0;2;0;1;0;103;0;17;48;38;0;210;0;21;76;113;0
350460;377;0;107;136;113;21;358;0;107;132;98;21;0;0;0;0;0;0;19;0;0;4;15;0;0;0;0;0;0;0
350470;165;1;75;68;21;0;80;0;24;45;11;0;76;1;51;21;3;0;7;0;0;2;5;0;2;0;0;0;2;0
350480;244;0;75;88;47;34;7;0;0;4;3;0;205;0;74;68;33;30;20;0;1;4;11;4;0;0;0;0;0;0
350490;446;2;176;128;140;0;0;0;0;0;0;0;340;2;161;99;78;0;33;0;4;10;19;0;73;0;11;19;43;0
350500;205;0;106;58;41;0;145;0;75;45;25;0;12;0;10;2;0;0;13;0;1;4;8;0;35;0;20;7;8;0
350510;164;2;74;26;47;15;0;0;0;0;0;0;151;2;73;20;41;15;13;0;1;6;6;0;0;0;0;0;0;0
350520;774;0;354;296;122;2;1;0;0;0;0;1;698;0;354;246;98;0;64;0;0;39;24;1;0;0;0;0;0;0
350530;857;3;341;263;248;2;2;0;0;1;1;0;798;3;332;242;219;2;57;0;9;20;28;0;0;0;0;0;0;0
350535;197;0;84;73;40;0;0;0;0;0;0;0;166;0;74;62;30;0;31;0;10;11;10;0;0;0;0;0;0;0
350540;337;4;76;157;100;0;0;0;0;0;0;0;308;4;69;149;86;0;29;0;7;8;14;0;0;0;0;0;0;0
350550;2759;6;868;959;837;89;2282;6;740;861;586;89;224;0;98;13;113;0;96;0;0;58;38;0;153;0;30;23;100;0
350560;833;4;230;340;229;30;470;0;180;60;200;30;60;4;42;5;9;0;68;0;8;40;20;0;0;0;0;0;0;0
350570;8352;15;1465;3995;2877;0;5999;6;805;2979;2209;0;301;5;111;92;93;0;1396;0;201;787;408;0;418;4;138;109;167;0
350580;614;7;243;209;155;0;521;7;227;162;125;0;74;0;12;39;23;0;14;0;4;3;7;0;5;0;0;5;0;0
350590;1269;1;417;423;338;90;56;0;8;19;29;0;1107;1;381;328;307;90;52;0;10;40;2;0;0;0;0;0;0;0
350600;5262;0;1961;1332;1908;61;4863;0;1798;1203;1809;53;136;0;62;74;0;0;94;0;17;34;42;1;158;0;83;11;57;7
350610;2598;3;704;1046;844;1;1966;3;647;571;744;1;0;0;0;0;0;0;151;0;12;39;100;0;0;0;0;0;0;0
350620;218;0;84;85;49;0;0;0;0;0;0;0;212;0;83;80;49;0;6;0;1;5;0;0;0;0;0;0;0;0
350630;319;5;97;130;65;22;0;0;0;0;0;0;232;5;82;93;35;17;28;0;2;7;17;2;50;0;13;21;13;3
350635;1474;0;316;588;290;280;1302;0;277;517;235;273;0;0;0;0;0;0;148;0;39;47;55;7;0;0;0;0;0;0
350640;252;2;82;87;81;0;201;2;82;52;65;0;26;0;0;26;0;0;22;0;0;9;13;0;3;0;0;0;3;0
350650;2957;0;1318;1054;585;0;2470;0;1135;824;511;0;233;0;133;95;5;0;130;0;8;55;67;0;27;0;24;1;2;0
350660;623;0;111;334;178;0;569;0;111;304;154;0;5;0;0;4;1;0;23;0;0;9;14;0;26;0;0;17;9;0
350670;540;0;261;87;112;80;2;0;2;0;0;0;508;0;259;71;98;80;30;0;0;16;14;0;0;0;0;0;0;0
350680;463;0;125;220;118;0;0;0;0;0;0;0;374;0;110;166;98;0;60;0;15;25;20;0;0;0;0;0;0;0
350690;310;1;61;151;77;20;0;0;0;0;0;0;297;1;58;147;74;17;13;0;3;4;3;3;0;0;0;0;0;0
350700;1493;18;181;629;532;133;1270;18;181;526;444;101;82;0;0;33;49;0;109;0;0;38;39;32;0;0;0;0;0;0
350710;430;0;133;134;162;1;350;0;132;89;128;1;29;0;1;6;22;0;19;0;0;7;12;0;6;0;0;6;0;0
350715;187;2;98;56;31;0;146;1;84;39;22;0;13;0;1;7;5;0;21;1;6;10;4;0;7;0;7;0;0;0
350720;81;0;12;36;31;2;0;0;0;0;0;0;74;0;10;36;27;1;7;0;2;0;4;1;0;0;0;0;0;0
350730;157;0;63;51;42;1;0;0;0;0;0;0;145;0;62;47;35;1;8;0;0;3;5;0;4;0;1;1;2;0
350740;510;0;279;168;63;0;412;0;279;70;63;0;33;0;0;33;0;0;51;0;0;51;0;0;0;0;0;0;0;0
350745;148;0;36;52;60;0;0;0;0;0;0;0;135;0;36;50;49;0;13;0;0;2;11;0;0;0;0;0;0;0
350750;1658;0;380;538;740;0;29;0;1;8;20;0;1523;0;372;505;646;0;95;0;7;19;69;0;5;0;0;0;5;0
350760;2758;0;877;982;898;1;0;0;0;0;0;0;2528;0;873;973;682;0;230;0;4;9;216;1;0;0;0;0;0;0
350770;202;4;59;89;50;0;0;0;0;0;0;0;180;4;56;80;40;0;21;0;3;8;10;0;0;0;0;0;0;0
350775;168;0;55;58;36;19;0;0;0;0;0;0;158;0;54;56;29;19;10;0;1;2;7;0;0;0;0;0;0;0
350780;528;0;147;184;197;0;458;0;139;159;160;0;21;0;8;9;4;0;20;0;0;9;11;0;22;0;0;0;22;0
350790;738;0;271;251;184;32;0;0;0;0;0;0;707;0;268;242;165;32;30;0;3;8;19;0;0;0;0;0;0;0
350800;752;9;361;237;144;1;649;9;320;190;129;1;4;0;4;0;0;0;99;0;37;47;15;0;0;0;0;0;0;0
350810;574;0;241;178;141;14;528;0;227;160;127;14;0;0;0;0;0;0;46;0;14;18;14;0;0;0;0;0;0;0
350820;217;0;66;90;61;0;119;0;55;46;18;0;65;0;11;26;28;0;27;0;0;12;15;0;0;0;0;0;0;0
350830;186;23;55;58;43;7;171;23;55;49;37;7;9;0;0;6;3;0;6;0;0;3;3;0;0;0;0;0;0;0
350840;1029;42;255;399;322;11;4;0;1;2;1;0;860;42;212;317;278;11;63;0;18;29;16;0;27;0;0;0;27;0
350850;1795;28;580;595;572;20;1;0;0;1;0;0;1481;28;569;415;449;20;114;0;5;37;72;0;135;0;3;81;51;0
350860;775;2;278;235;250;10;0;0;0;0;0;0;721;2;278;212;219;10;54;0;0;23;31;0;0;0;0;0;0;0
350870;527;0;221;189;94;23;0;0;0;0;0;0;452;0;212;139;78;23;54;0;9;29;16;0;1;0;0;1;0;0
350880;428;0;202;124;75;27;0;0;0;0;0;0;362;0;194;94;58;16;62;0;8;27;16;11;4;0;0;3;1;0
350890;217;2;68;94;53;0;0;0;0;0;0;0;214;2;67;93;52;0;3;0;1;1;1;0;0;0;0;0;0;0
350900;1306;10;514;402;378;2;52;0;23;6;23;0;860;9;377;241;233;0;351;1;112;118;118;2;8;0;1;3;4;0
350910;266;0;72;96;78;20;195;0;62;71;48;14;22;0;0;9;9;4;49;0;10;16;21;2;0;0;0;0;0;0
350920;2194;0;561;887;739;7;1451;0;298;619;529;5;0;0;0;0;0;0;529;0;263;178;86;2;124;0;0;0;124;0
350925;940;7;335;385;213;0;131;2;104;13;12;0;760;5;219;350;186;0;42;0;12;16;14;0;3;0;0;2;1;0
350930;520;21;142;187;170;0;354;16;82;112;144;0;24;0;2;13;9;0;48;5;11;15;17;0;58;0;47;11;0;0
350940;784;0;210;352;222;0;0;0;0;0;0;0;576;0;189;243;144;0;79;0;13;38;28;0;129;0;8;71;50;0
