"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2012","partido_pt_2012","inova7","pop_2012.1","bur_consel_2012","cand_reelec_2012","cand_sex_2012","cand_esc_2012","cand_age_2012","bur_escol_2011","bur_terc_2011","bur_espel_2012","bur_polit_2012","alinhamento_estadual_2012","alinhamento_federal_2012","alinhamento_ambos_2012","n_alinhado_2012","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2012","log_orcamento_2012","iqb_pcr_2012","iqb_factor_2012"
"2694","SPmarapoama",352885,"3528858",0.752,"SP","marapoama","São Paulo",6.43326158446354,5.8893764490242,0,2693,0,0,2693,1,"Sim","Masculino",0,"57",0.307291666666667,0,0.953271028037383,0.0490196078431373,1,0,0,0,"SP","Marapoama","marapoama","11522787.54",16.2598371579194,0.131932020594156,0.695138323695788
"2695","SPmeridiano",352960,"3529609",0.731,"SP","meridiano","São Paulo",6.33084327008829,6.23179947623477,0,3830,0,0,3830,1,"Não","Masculino",1,"59",0.21304347826087,0,0.941176470588235,0.0625,0,0,0,1,"SP","Meridiano","meridiano","16479529.47",16.6176295304603,0.160072544579845,0.631422796250655
"2696","SPmira estrela",353000,"3530003",0.743,"SP","mira estrela","São Paulo",6.2577250574956,6.28560695657188,0,2854,0,0,2854,1,"Não","Masculino",1,"54",0.276923076923077,0,0.901515151515151,0.0882352941176471,0,0,0,1,"SP","Mira Estrela","mira estrela","16359085.01",16.6102939590907,0.147259442040627,0.665318155637516
"2697","SPmiracatu",352990,"3529906",0.697,"SP","miracatu","São Paulo",6.85281323071785,4.76106220594507,0,20322,0,1,20322,1,"Sim","Masculino",1,"47",0.271381578947368,0,0.851063829787234,0.0214285714285714,1,0,0,0,"SP","Miracatu","miracatu","47194842.51",17.6697951757296,0.13677902927018,0.679580110834864
"2698","SPmirante do paranapanema",353020,"3530201",0.724,"SP","mirante do paranapanema","São Paulo",6.72850898870511,6.32339075188128,0,17187,0,0,17187,1,"Não","Masculino",1,"48",0.184012066365008,0.0198019801980198,0.864197530864197,0.0698412698412698,0,0,0,1,"SP","Mirante do Paranapanema","mirante do paranapanema","39655088.93",17.4957298440894,0.169908181575676,0.610570099709791
"2699","SPmirassol",353030,"3530300",0.762,"SP","mirassol","São Paulo",6.37147508574368,6.05117110056978,0,54618,0,0,54618,1,"Sim","Masculino",1,"52",0.249456127628716,0,0.843027330063069,0.0457190357439734,0,0,0,1,"SP","Mirassol","mirassol","97127210.71",18.391532127886,0.147123015153915,0.659122160163601
"2700","SPmococa",353050,"3530508",0.762,"SP","mococa","São Paulo",6.46135879537184,5.45690106316378,0,66399,0,1,66399,1,"Não","Feminino",1,"60",0.35223245924876,0,0.848004694835681,0.0207612456747405,1,0,0,0,"SP","Mococa","mococa","136863780.65",18.7344966873216,0.114594788275514,0.731335644214995
"2701","SPmogi das cruzes",353060,"3530607",0.783,"SP","mogi das cruzes","São Paulo",6.77999008696616,3.82341034707154,0,396468,0,1,396468,1,"Sim","Masculino",1,"45",0.435757987763426,0,0.899563318777293,0.0529357374017568,0,0,0,1,"SP","Mogi das Cruzes","mogi das cruzes","943705196",20.6653243829635,0.0975761751880943,0.776048487120789
"2702","SPmoji mirim",353080,"3530805",0.784,"SP","moji mirim","São Paulo",6.6156367131644,4.85515039125586,0,87266,0,0,87266,1,"Não","Masculino",0,"29",0.415519399249061,0,0.982941622441243,0.0173544157346703,1,0,0,0,"SP","Moji Mirim","moji mirim","241557791.47",19.3026193045819,0.0967120213210084,0.772616286431688
"2703","SPmombuca",353090,"3530904",0.719,"SP","mombuca","São Paulo",6.67941072587586,4.76499047743553,0,3291,0,0,3291,1,"Não","Feminino",0,"54",0.225961538461538,0.0232558139534884,0.684210526315789,0.342657342657343,0,0,0,1,"SP","Mombuca","mombuca","12262589.32",16.3220636668252,0.20753797778596,0.564588231423818
"2704","SPmonte alegre do sul",353120,"3531209",0.759,"SP","monte alegre do sul","São Paulo",6.65745890373791,4.5685062016165,0,7278,0,0,7278,1,"Sim","Masculino",0,"53",0.380530973451327,0,1,0,0,0,0,1,"SP","Monte Alegre do Sul","monte alegre do sul","22643306.34",16.9353748403891,0.103145116623319,0.754919035165217
"2705","SPmonte alto",353130,"3531308",0.768,"SP","monte alto","São Paulo",6.41733667499379,5.76255440089944,0,47100,0,1,47100,1,"Sim","Feminino",1,"44",0.349291975724882,0,0.81525076765609,0.0382925298179535,0,0,0,1,"SP","Monte Alto","monte alto","96388437.09",18.3838968051874,0.118544356026901,0.724789527441275
"2706","SPmonte azul paulista",353150,"3531506",0.753,"SP","monte azul paulista","São Paulo",6.35438743195047,5.88307166067986,0,18838,0,0,18838,1,"Não","Masculino",1,"60",0.252777777777778,0.0742049469964664,0.85456595264938,0.0408970976253298,0,0,0,1,"SP","Monte Azul Paulista","monte azul paulista","44263449.28",17.6056698217693,0.14758067720863,0.661113715194102
"2707","SPmonte castelo",353160,"3531605",0.741,"SP","monte castelo","São Paulo",6.58426639271905,6.33735656368125,0,4060,1,1,4060,1,"Sim","Masculino",0,"47",0.261992619926199,0,0.88086642599278,0.0778688524590164,0,0,0,1,"SP","Monte Castelo","monte castelo","14734730.88",16.5057179099899,0.149473092880842,0.658555050576103
"2709","SPmonteiro lobato",353170,"3531704",0.71,"SP","monteiro lobato","São Paulo",6.71848161217554,4.64966542587464,0,4197,0,1,4197,1,"Não","Feminino",1,"34",0.196261682242991,0,0.789256198347107,0.0994764397905759,1,0,0,0,"SP","Monteiro Lobato","monteiro lobato","12314097.29",16.3262552851854,0.171290114556905,0.610866672853164
"2710","SPmorro agudo",353190,"3531902",0.712,"SP","morro agudo","São Paulo",6.31117203739646,5.84580273467663,0,29673,0,0,29673,1,"Não","Masculino",1,"54",0.349427168576105,0.00757575757575758,0.847986852917009,0.0222868217054264,0,1,0,0,"SP","Morro Agudo","morro agudo","85847384.68",18.2680816810115,0.115861862607768,0.728995483580855
"2711","SPmorungaba",353200,"3532009",0.715,"SP","morungaba","São Paulo",6.68267234828688,4.33033852551513,0,12050,0,0,12050,1,"Sim","Masculino",0,"48",0.226215644820296,0.135542168674699,0.675052410901468,0.136645962732919,0,0,0,1,"SP","Morungaba","morungaba","32471194.65",17.295863935826,0.173860866388612,0.617494437259315
"2712","SPmotuca",353205,"3532058",0.741,"SP","motuca","São Paulo",6.45731895522893,5.61702561072992,0,4354,0,1,4354,1,"Não","Masculino",1,"45",0.42,0.00564971751412429,0.921951219512195,0.0846560846560847,0,1,0,0,"SP","Motuca","motuca","14689829.17",16.5026659190831,0.107740571580046,0.757438189104964
"2713","SPmurutinga do sul",353210,"3532108",0.726,"SP","murutinga do sul","São Paulo",6.52023813817461,6.32022858028588,0,4219,0,0,4219,1,"Não","Masculino",1,"49",0.200704225352113,0,0.940594059405941,0.0631578947368421,1,0,0,0,"SP","Murutinga do Sul","murutinga do sul","12280223.99",16.3235007207449,0.163558064547917,0.623375870582461
"2714","SPnantes",353215,"3532157",0.714,"SP","nantes","São Paulo",6.72872430228625,6.17746682174151,0,2774,1,0,2774,1,"Sim","Masculino",1,"51",0.202970297029703,0.126984126984127,0.820960698689956,0.0691489361702128,1,0,0,0,"SP","Nantes","nantes","12967468.22",16.3779543344624,0.167830811401088,0.620809193139208
"2715","SPnarandiba",353220,"3532207",0.718,"SP","narandiba","São Paulo",6.71888029531834,6.24649428728451,0,4371,0,1,4371,1,"Sim","Masculino",1,"46",0.280519480519481,0,0.942786069651741,0.0369393139841689,1,0,0,0,"SP","Narandiba","narandiba","22773111.32",16.9410910698999,0.137069655245596,0.681277506961428
"2716","SPnatividade da serra",353230,"3532306",0.655,"SP","natividade da serra","São Paulo",6.7842986790549,4.81445819101186,0,6637,0,0,6637,0,"Não","Masculino",1,"54",0,0,0.913173652694611,0.019672131147541,0,0,0,1,"SP","Natividade da Serra","natividade da serra","18816632.94",16.7502517675076,0.210524569236951,0.506923696786946
"2717","SPneves paulista",353250,"3532504",0.754,"SP","neves paulista","São Paulo",6.38212053956244,6.06473824277841,0,8752,0,0,8752,1,"Não","Masculino",1,"49",0.345833333333333,0,0.954545454545455,0.0476190476190476,1,0,0,0,"SP","Neves Paulista","neves paulista","21274373.27",16.8730137734704,0.121162465109411,0.720098579550985
"2718","SPnhandeara",353260,"3532603",0.751,"SP","nhandeara","São Paulo",6.38010558760358,6.15852440098528,0,10806,0,0,10806,1,"Sim","Masculino",1,"59",0.195876288659794,0.127118644067797,0.779359430604982,0.0821917808219178,0,0,0,1,"SP","Nhandeara","nhandeara","23123455.77",16.9563580616195,0.172112195370585,0.612806534808047
"2719","SPnova campina",353282,"3532827",0.651,"SP","nova campina","São Paulo",6.83843735467124,5.47780156852183,0,8700,0,0,8700,1,"Não","Masculino",0,"32",0.282258064516129,0,0.783333333333333,0.14468085106383,0,0,0,1,"SP","Nova Campina","nova campina","21818036.7",16.8982475572358,0.155936243678985,0.653684638779424
"2720","SPnova castilho",353286,"3532868",0.756,"SP","nova castilho","São Paulo",6.41314743323898,6.19750263051925,0,1146,0,0,1146,1,"Não","Masculino",0,"50",0.335664335664336,0,0.832258064516129,0.201550387596899,1,0,0,0,"SP","Nova Castilho","nova castilho","11957005.5",16.2968278988832,0.15157035828609,0.67260462091744
"2721","SPnova europa",353290,"3532900",0.765,"SP","nova europa","São Paulo",6.50763585719872,5.63060227711469,0,9601,0,0,9601,1,"Não","Masculino",0,"68",0.182142857142857,0,0.831797235023041,0.171745152354571,0,1,0,0,"SP","Nova Europa","nova europa","24433810.49",17.0114784069203,0.188116388852261,0.582607616738148
"2722","SPnova granada",353300,"3533007",0.739,"SP","nova granada","São Paulo",6.30711435089378,6.07336706272762,0,19507,0,0,19507,1,"Não","Feminino",1,"51",0.327302631578947,0,0.874425727411945,0.0595446584938704,0,0,0,1,"SP","Nova Granada","nova granada","30115893.89",17.2205636265697,0.128360356392819,0.705100219346505
"2723","SPnova guataporanga",353310,"3533106",0.726,"SP","nova guataporanga","São Paulo",6.59455024929927,6.34647811172005,0,2191,0,0,2191,1,"Não","Masculino",0,"53",0.103626943005181,0.0182926829268293,0.863207547169811,0.131147540983607,1,0,0,0,"SP","Nova Guataporanga","nova guataporanga","9363479.43",16.0523275133522,0.202805469139177,0.542986402691061
"2724","SPnova odessa",353340,"3533403",0.791,"SP","nova odessa","São Paulo",6.66054954131717,4.69143962114027,0,52627,0,1,52627,1,"Não","Masculino",1,"41",0.278535534816942,0.00563607085346216,0.787181082762912,0.0932806324110672,0,0,0,1,"SP","Nova Odessa","nova odessa","122621542.84",18.6246132825064,0.147894459359403,0.66489549626209
"2725","SPnovais",353325,"3533254",0.719,"SP","novais","São Paulo",6.37818846439691,5.91003754841225,0,4799,0,0,4799,1,"Não","Feminino",1,"50",0.484375,0,0.734782608695652,0.142011834319527,0,0,0,1,"SP","Novais","novais","12000495.36",16.3004584869003,0.100298803099015,0.78333350730375
"2726","SPnovo horizonte",353350,"3533502",0.753,"SP","novo horizonte","São Paulo",6.47223809699397,5.86400042559874,0,37222,0,1,37222,1,"Não","Masculino",1,"63",0.333046471600688,0,0.606183889340928,0.106040268456376,0,0,0,1,"SP","Novo Horizonte","novo horizonte","80916466.43",18.208927901861,0.135139431838546,0.696378156209357
"2727","SPnuporanga",353360,"3533601",0.746,"SP","nuporanga","São Paulo",6.31128098568245,5.81009253934962,0,6894,0,0,6894,1,"Não","Masculino",1,"34",0.283544303797468,0.0145772594752187,0.882640586797066,0.0193905817174515,0,0,0,1,"SP","Nuporanga","nuporanga","25615515.6",17.0587088039836,0.133531964638094,0.687604694453232
"2728","SPonda verde",353400,"3534005",0.738,"SP","onda verde","São Paulo",6.3218648151539,6.05504948873309,0,3956,0,0,3956,1,"Não","Masculino",1,"31",0.326241134751773,0,0.863157894736842,0.0934959349593496,0,0,0,1,"SP","Onda Verde","onda verde","15778390.82",16.5741518922632,0.13474475224753,0.695378548020832
"2729","SPoriente",353410,"3534104",0.77,"SP","oriente","São Paulo",6.61222918917396,5.95713186802748,0,6141,0,0,6141,0,"Não","Masculino",1,"34",0.164556962025316,0,0.711206896551724,0.266666666666667,0,0,0,1,"SP","Oriente","oriente","15417840.42",16.5510358657078,0.209955319135914,0.546102160210621
"2730","SPosasco",353440,"3534401",0.776,"SP","osasco","São Paulo",6.76880350832922,2.77196352684586,0,668877,1,1,668877,1,"Não","Masculino",1,"52",0.389694367264461,0.00101079959568016,0.954361155063291,0.0463706543702399,0,1,0,0,"SP","Osasco","osasco","1541149303.95",21.1557942762939,0.108998927492567,0.748392485495655
"2731","SPoscar bressane",353450,"3534500",0.749,"SP","oscar bressane","São Paulo",6.64350323377731,5.98524524729407,0,2535,0,0,2535,0,"Sim","Masculino",1,"45",0.285714285714286,0,0.855769230769231,0.168539325842697,1,0,0,0,"SP","Oscar Bressane","oscar bressane","11060509.38",16.2188916090558,0.159275947292051,0.649533674165384
"2732","SPosvaldo cruz",353460,"3534609",0.762,"SP","osvaldo cruz","São Paulo",6.60391672396225,6.1693805804855,0,31109,0,1,31109,1,"Não","Masculino",0,"44",0.176659528907923,0.107361963190184,0.634842519685039,0.124031007751938,1,0,0,0,"SP","Osvaldo Cruz","osvaldo cruz","58343774.42",17.88186321726,0.184273549722643,0.589777564975567
"2733","SPourinhos",353470,"3534708",0.778,"SP","ourinhos","São Paulo",6.71651002416714,5.81847927129101,0,104420,0,0,104420,1,"Não","Feminino",1,"55",0.352244389027431,0,0.843543543543544,0.0897116411534354,1,0,0,0,"SP","Ourinhos","ourinhos","251555580.29",19.3431745182771,0.126969054807618,0.712975106351945
"2734","SPouro verde",353480,"3534807",0.692,"SP","ouro verde","São Paulo",6.6183784378876,6.34256146273265,0,7899,0,0,7899,1,"Sim","Masculino",0,"57",0.257225433526012,0,0.793893129770992,0.128205128205128,0,0,0,1,"SP","Ouro Verde","ouro verde","21448334.05",16.8811575336554,0.159810109975499,0.642104475646974
"2735","SPouroeste",353475,"3534757",0.77,"SP","ouroeste","São Paulo",6.28366763435369,6.31289565960614,0,8725,0,0,8725,1,"Sim","Masculino",0,"59",0.327195467422096,0,0.899390243902439,0.111864406779661,0,0,0,1,"SP","Ouroeste","ouroeste","52476812.06",17.7758819549471,0.137781699444247,0.691094054304433
"2736","SPpacaembu",353490,"3534906",0.725,"SP","pacaembu","São Paulo",6.59625854176432,6.26095719035955,0,13333,0,0,13333,1,"Não","Masculino",0,"42",0.285365853658537,0,0.963503649635037,0.0378787878787879,0,0,0,1,"SP","Pacaembu","pacaembu","25380415.84",17.0494884046711,0.135915713704652,0.684118914611415
"2737","SPpalestina",353500,"3535002",0.732,"SP","palestina","São Paulo",6.28534611292753,6.11895586012253,0,11346,0,0,11346,1,"Sim","Masculino",0,"53",0.296407185628743,0.0264026402640264,0.884831460674157,0.0634920634920635,0,0,0,1,"SP","Palestina","palestina","33976504.42",17.3411797972272,0.138293789962899,0.683836901111713
"2738","SPpalmares paulista",353510,"3535101",0.722,"SP","palmares paulista","São Paulo",6.39154853626367,5.86689289585493,0,11312,0,0,11312,1,"Não","Masculino",1,"28",0.155555555555556,0.013986013986014,0.993273542600897,0.00677200902934537,0,0,0,1,"SP","Palmares Paulista","palmares paulista","17203374",16.660616085337,0.166177507456376,0.609328743718836
"2739","SPpalmital",353530,"3535309",0.746,"SP","palmital","São Paulo",6.70375237119531,5.92897725409616,0,21260,0,1,21260,1,"Não","Feminino",1,"58",0.328509406657019,0,0.852173913043478,0.0493197278911565,0,0,0,1,"SP","Palmital","palmital","51189707.32",17.7510490408945,0.126195511469108,0.708593952061071
"2740","SPpanorama",353540,"3535408",0.722,"SP","panorama","São Paulo",6.61412220103692,6.37930864645874,0,14725,0,1,14725,1,"Não","Masculino",0,"60",0.243291592128801,0.0802752293577982,0.891949152542373,0.118764845605701,1,0,0,0,"SP","Panorama","panorama","32972848",17.3111949928762,0.164330195751345,0.634202919641377
"2741","SPparaibuna",353560,"3535606",0.719,"SP","paraibuna","São Paulo",6.77812483916637,4.61482344301623,0,17446,0,0,17446,1,"Sim","Masculino",1,"50",0.191192266380236,0.043115438108484,0.866791744840525,0.0703463203463204,0,0,0,1,"SP","Paraibuna","paraibuna","56933491.56",17.8573943298037,0.168739883074976,0.614572454470049
"2742","SPparanapanema",353580,"3535804",0.717,"SP","paranapanema","São Paulo",6.74540104180419,5.36410510708604,0,18155,0,0,18155,1,"Não","Masculino",1,"67",0.243697478991597,0.00217627856365615,0.93304535637149,0.0717592592592593,1,0,0,0,"SP","Paranapanema","paranapanema","53938464.47",17.8033544078995,0.15343453158388,0.648470068735276
"2743","SPpardinho",353610,"3536109",0.727,"SP","pardinho","São Paulo",6.70094018978004,5.21992329912002,0,5711,0,0,5711,1,"Não","Masculino",0,"71",0.255384615384615,0.0408921933085502,0.875,0.142857142857143,0,0,0,1,"SP","Pardinho","pardinho","20411234.59",16.8315960224226,0.164171460377701,0.636248793514691
"2744","SPparisi",353625,"3536257",0.721,"SP","parisi","São Paulo",6.30846267389382,6.21770330332949,0,2045,0,0,2045,1,"Não","Masculino",1,"55",0.216049382716049,0,0.852760736196319,0.172661870503597,0,0,0,1,"SP","Parisi","parisi","11365338.65",16.2460788124491,0.179027759831692,0.603993630052446
"2745","SPpaulo de faria",353660,"3536604",0.725,"SP","paulo de faria","São Paulo",6.20869062465815,6.18014086953994,0,8607,1,0,8607,1,"Sim","Feminino",1,"59",0.26,0.00600600600600601,0.951008645533141,0.0515151515151515,0,0,0,1,"SP","Paulo de Faria","paulo de faria","25168835.89",17.0411171161413,0.145466513415135,0.664190135883696
"2746","SPpederneiras",353670,"3536703",0.739,"SP","pederneiras","São Paulo",6.60142031803115,5.54607547862617,0,42235,0,0,42235,1,"Não","Masculino",1,"31",0.19922480620155,0.0348304307974335,0.912439193884642,0.0487433358720487,0,0,0,1,"SP","Pederneiras","pederneiras","86750807.94",18.2785502901773,0.162420800353967,0.625609318651213
"2747","SPpedra bela",353680,"3536802",0.677,"SP","pedra bela","São Paulo",6.67865653062925,4.45713410716069,0,5806,0,0,5806,1,"Não","Feminino",0,"45",0.311111111111111,0,0.919678714859438,0.0873362445414847,1,0,0,0,"SP","Pedra Bela","pedra bela","13652831.52",16.4294574954457,0.137768033779063,0.68736746796493
"2748","SPpedregulho",353700,"3537008",0.715,"SP","pedregulho","São Paulo",6.2148480696268,5.92980188671588,0,15807,0,1,15807,1,"Não","Masculino",1,"43",0.0331695331695332,0,0.905405405405405,0.104477611940299,1,0,0,0,"SP","Pedregulho","pedregulho","36116310.28",17.4022551295787,0.216696227426413,0.5054918774857
"2749","SPpedreira",353710,"3537107",0.769,"SP","pedreira","São Paulo",6.66138148279648,4.5393508449508,0,42516,1,0,42516,1,"Não","Masculino",1,"51",0.217110573042776,0,0.873502994011976,0.0796915167095116,0,0,0,1,"SP","Pedreira","pedreira","104604064.93",18.4656929705035,0.162048730433586,0.629437585147233
"2750","SPpedrinhas paulista",353715,"3537156",0.774,"SP","pedrinhas paulista","São Paulo",6.73092263053118,6.07016019405632,0,2952,0,1,2952,1,"Não","Masculino",0,"49",0.259414225941423,0,0.775665399239544,0.122549019607843,0,0,0,1,"SP","Pedrinhas Paulista","pedrinhas paulista","13456612.85",16.4149812048961,0.158197434506545,0.645007554984342
"2751","SPpedro de toledo",353720,"3537206",0.696,"SP","pedro de toledo","São Paulo",6.85372139048965,4.61591228251999,0,10358,0,0,10358,1,"Sim","Masculino",0,"56",0.226700251889169,0.0880503144654088,0.913419913419913,0.0947867298578199,0,0,0,1,"SP","Pedro de Toledo","pedro de toledo","25420573.23",17.0510693738254,0.16478725848539,0.6298584321981
"2752","SPpereira barreto",353740,"3537404",0.766,"SP","pereira barreto","São Paulo",6.45515139241627,6.33333291268807,0,24953,0,0,24953,1,"Sim","Masculino",1,"56",0.347417840375587,0.0168302945301543,0.775700934579439,0.072289156626506,1,0,0,0,"SP","Pereira Barreto","pereira barreto","69592609.65",18.0581689364772,0.125664390743079,0.714217110510291
"2753","SPpereiras",353750,"3537503",0.736,"SP","pereiras","São Paulo",6.69862557342835,4.98743490092582,0,7640,0,0,7640,1,"Não","Masculino",1,"61",0.176470588235294,0.0277777777777778,0.825714285714286,0.114186851211073,1,0,0,0,"SP","Pereiras","pereiras","18232351.66",16.7187081377866,0.180166562426015,0.593793836020744
"2754","SPpiacatu",353770,"3537701",0.732,"SP","piacatu","São Paulo",6.55777218033298,6.13417864930716,0,5387,0,0,5387,1,"Sim","Masculino",0,"47",0.283018867924528,0.0222222222222222,0.82943143812709,0.104838709677419,0,0,0,1,"SP","Piacatu","piacatu","14632967.76",16.4987876068329,0.149244164702739,0.664360941153851
"2755","SPpiedade",353780,"3537800",0.716,"SP","piedade","São Paulo",6.78395920116863,4.41546141076012,0,52447,0,0,52447,1,"Não","Feminino",1,"57",0.261552680221811,0,0.866020984665053,0.0904007455731594,0,1,0,0,"SP","Piedade","piedade","74135084.08",18.1213994475808,0.151842796897892,0.6549359435622
"2756","SPpilar do sul",353790,"3537909",0.69,"SP","pilar do sul","São Paulo",6.79515752647866,4.73496962352294,0,26778,0,0,26778,1,"Não","Feminino",1,"55",0.401648998822144,0,0.88745148771022,0.0670553935860058,0,0,0,1,"SP","Pilar do Sul","pilar do sul","46135095.35",17.6470845057533,0.109419288244973,0.750527676524281
"2757","SPpindamonhangaba",353800,"3538006",0.773,"SP","pindamonhangaba","São Paulo",6.72795853217129,4.93144777619924,0,150162,0,1,150162,1,"Não","Masculino",1,"73",0.247393632009017,0.0039828431372549,0.918819188191882,0.0261044176706827,0,0,0,1,"SP","Pindamonhangaba","pindamonhangaba","315582700.04",19.5699313293372,0.14428446771285,0.662955898081859
"2758","SPpindorama",353810,"3538105",0.737,"SP","pindorama","São Paulo",6.41326221650371,5.86201054490348,0,15331,0,0,15331,1,"Não","Masculino",1,"56",0.403846153846154,0,0.934900542495479,0.0599613152804642,1,0,0,0,"SP","Pindorama","pindorama","32846102.15",17.3073436398425,0.10754619571613,0.753819160864915
"2759","SPpinhalzinho",353820,"3538204",0.725,"SP","pinhalzinho","São Paulo",6.67307038182137,4.4500356890381,0,13425,0,0,13425,1,"Não","Masculino",1,"44",0.283505154639175,0,0.901149425287356,0.10969387755102,1,0,0,0,"SP","Pinhalzinho","pinhalzinho","22089565.49",16.9106159052164,0.149315277326132,0.663800613050032
"2760","SPpiquerobi",353830,"3538303",0.711,"SP","piquerobi","São Paulo",6.66705856842034,6.31853558778813,0,3546,0,0,3546,1,"Não","Masculino",0,"52",0.175257731958763,0,0.864306784660767,0.119453924914676,1,0,0,0,"SP","Piquerobi","piquerobi","12799625",16.3649264315857,0.180608382350735,0.592145544525734
"2761","SPpiquete",353850,"3538501",0.757,"SP","piquete","São Paulo",6.70071880934916,5.20351205927413,0,13942,1,0,13942,1,"Não","Feminino",1,"64",0.250639386189258,0.00568181818181818,0.913253012048193,0.0738786279683377,0,0,0,1,"SP","Piquete","piquete","21890722.42",16.9015734712386,0.152025855972702,0.652267270418031
"2762","SPpiracaia",353860,"3538600",0.739,"SP","piracaia","São Paulo",6.71590446267204,4.12438868357048,0,25384,0,1,25384,1,"Não","Feminino",1,"62",0.366766467065868,0,0.963975155279503,0.0373711340206186,0,0,0,1,"SP","Piracaia","piracaia","59430698.64",17.9003214629527,0.113610112151289,0.736182606981945
"2763","SPpiracicaba",353870,"3538709",0.785,"SP","piracicaba","São Paulo",6.65003322277318,4.92884661866325,0,369919,0,1,369919,1,"Não","Masculino",1,"62",0.371325828642902,0.0158756408136266,0.94621362181929,0.0286634460547504,1,0,0,0,"SP","Piracicaba","piracicaba","1021016062.55",20.7440641081795,0.111279742176814,0.741108803251972
"2764","SPpiraju",353880,"3538808",0.758,"SP","piraju","São Paulo",6.73142374612039,5.64629459478357,0,28563,0,0,28563,1,"Não","Masculino",1,"42",0.240482822655525,0,0.904593639575972,0.0361328125,0,0,0,1,"SP","Piraju","piraju","57878850.23",17.8738625948101,0.147851001075308,0.655951494704861
"2765","SPpirangi",353900,"3539004",0.756,"SP","pirangi","São Paulo",6.38943497345389,5.83875033506669,0,10712,0,0,10712,1,"Não","Masculino",0,"33",0.254545454545455,0.00396825396825397,0.941176470588235,0.0625,1,0,0,0,"SP","Pirangi","pirangi","21073748.22",16.8635386636469,0.148865771500712,0.657822929193819
"2766","SPpirapora do bom jesus",353910,"3539103",0.727,"SP","pirapora do bom jesus","São Paulo",6.74819666929304,3.71186329050431,0,16238,0,0,16238,1,"Não","Masculino",1,"34",0.229795520934761,0,0.902152641878669,0.0780911062906725,0,1,0,0,"SP","Pirapora do Bom Jesus","pirapora do bom jesus","39326875.63",17.4874187013847,0.15829967504482,0.637956125339406
"2767","SPpirapozinho",353920,"3539202",0.776,"SP","pirapozinho","São Paulo",6.70166548223375,6.24972424551147,0,25086,0,0,25086,1,"Não","Masculino",1,"62",0.203989120580236,0.0371859296482412,0.915735167669819,0.0309859154929577,1,0,0,0,"SP","Pirapozinho","pirapozinho","46664737.8",17.6584993581941,0.15800368860119,0.633334345146094
"2768","SPpirassununga",353930,"3539301",0.801,"SP","pirassununga","São Paulo",6.5413474091275,5.25038683279049,0,70869,0,1,70869,1,"Não","Feminino",1,"41",0.280853224987303,0.00555555555555556,0.921365752715986,0.0460415496911847,1,0,0,0,"SP","Pirassununga","pirassununga","138950434.67",18.7496278423955,0.138779485495261,0.678959897652265
"2769","SPpiratininga",353940,"3539400",0.779,"SP","piratininga","São Paulo",6.61784405715534,5.65336598874218,0,12297,0,0,12297,1,"Não","Masculino",1,"38",0.327338129496403,0.0310077519379845,0.963210702341137,0.0243055555555556,0,0,0,1,"SP","Piratininga","piratininga","24824498.01",17.027341546543,0.122956515345216,0.713920415043158
"2770","SPplanalto",353960,"3539608",0.719,"SP","planalto","São Paulo",6.43147599896873,6.08495489019532,0,4583,0,1,4583,1,"Não","Masculino",1,"30",0.224719101123595,0.00784313725490196,0.927272727272727,0.0509803921568627,1,0,0,0,"SP","Planalto","planalto","15505405.46",16.5566992604489,0.155053982932442,0.641790649081562
"2771","SPplatina",353970,"3539707",0.719,"SP","platina","São Paulo",6.68339849199507,5.93677074068533,0,3242,0,0,3242,1,"Sim","Masculino",0,"56",0.186147186147186,0,0.866935483870968,0.0883720930232558,0,0,0,1,"SP","Platina","platina","12256590.59",16.3215743576279,0.172057011383429,0.607372422352636
"2772","SPpoloni",353990,"3539905",0.766,"SP","poloni","São Paulo",6.38239114809502,6.10833605633924,0,5489,0,0,5489,1,"Sim","Masculino",0,"48",0.202185792349727,0,0.789473684210526,0.266666666666667,1,0,0,0,"SP","Poloni","poloni","11015654.04",16.2148279136687,0.199686298793303,0.570106979649045
"2773","SPpontal",354020,"3540200",0.725,"SP","pontal","São Paulo",6.36835869822811,5.75447558897172,0,41840,0,0,41840,1,"Não","Masculino",0,"45",0.28356890459364,0.245192307692308,0.751280175566935,0.0574488802336904,0,0,0,1,"SP","Pontal","pontal","67772803.26",18.0316715405773,0.147286880608391,0.673093570039615
"2774","SPpontalinda",354025,"3540259",0.702,"SP","pontalinda","São Paulo",6.37369514574323,6.27108294535017,0,4155,0,0,4155,1,"Não","Masculino",1,"51",0.26530612244898,0,0.899193548387097,0.112107623318386,0,0,0,1,"SP","Pontalinda","pontalinda","13976304.25",16.452873900021,0.154715147433052,0.651547765263308
"2775","SPpontes gestal",354030,"3540309",0.732,"SP","pontes gestal","São Paulo",6.25879721780967,6.19725846008708,0,2515,0,0,2515,1,"Não","Masculino",0,"69",0.18716577540107,0,0.937142857142857,0.0670731707317073,1,0,0,0,"SP","Pontes Gestal","pontes gestal","15878234.15",16.580459807978,0.167955592668072,0.613696177699872
