"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_pcr_2008","iqb_factor_2008"
"2843","SPmogi das cruzes",353060,"3530607",0.783,"SP","mogi das cruzes","São Paulo",6.77999,3.82341,0,371372,1,371372,1,"Não","Masculino",1,"40",0.3845653,0,0.9215239,0.08515901,1,0,0,0,"SP","Mogi das Cruzes","mogi das cruzes","488263465",20.00637,0.04121606,0.8286483
"2844","SPmoji mirim",353080,"3530805",0.784,"SP","moji mirim","São Paulo",6.615637,4.85515,0,87800,0,87800,1,"Sim","Masculino",1,"69",0.3841355,0,0.9977718,0.001339884,0,0,0,1,"SP","Moji Mirim","moji mirim","164590430.8",18.91897,0.03297811,0.8400599
"2845","SPmombuca",353090,"3530904",0.719,"SP","mombuca","São Paulo",6.679411,4.76499,0,3440,1,3440,1,"Sim","Masculino",0,"45",0.1875,0.03968254,0.5625,0.6587302,0,0,0,1,"SP","Mombuca","mombuca","11328331.09",16.24282,0.120831,0.6458596
"2846","SPmonte alegre do sul",353120,"3531209",0.759,"SP","monte alegre do sul","São Paulo",6.657459,4.568506,0,7371,0,7371,0,"Não","Masculino",0,"49",0.3054662,0.05035971,0.8938907,0.02517986,0,0,0,1,"SP","Monte Alegre do Sul","monte alegre do sul","15444493.4",16.55276,0.04533792,0.7951391
"2847","SPmonte alto",353130,"3531308",0.768,"SP","monte alto","São Paulo",6.417337,5.762554,0,45719,0,45719,1,"Não","Feminino",0,"40",0.2486772,0.07951356,0.8080121,0.1028999,0,1,0,0,"SP","Monte Alto","monte alto","69802807.09",18.06118,0.06006341,0.7544012
"2848","SPmonte azul paulista",353150,"3531506",0.753,"SP","monte azul paulista","São Paulo",6.354387,5.883072,0,19739,0,19739,1,"Não","Masculino",1,"69",0.2781955,0.08609272,0.8515038,0.06843267,0,0,0,1,"SP","Monte Azul Paulista","monte azul paulista","32256863.7",17.28924,0.05353395,0.7744845
"2849","SPmonte castelo",353160,"3531605",0.741,"SP","monte castelo","São Paulo",6.584266,6.337357,0,4130,0,4130,0,"Sim","Masculino",0,"60",0.367713,0,0.9372197,0.06698565,0,0,0,1,"SP","Monte Castelo","monte castelo","10925001.7",16.20656,0.04129515,0.8223905
"2850","SPmonte mor",353180,"3531803",0.733,"SP","monte mor","São Paulo",6.684024,4.568506,0,45811,1,45811,1,"Sim","Masculino",1,"39",0.1769547,0.3859416,0.6205761,0.1724138,1,0,0,0,"SP","Monte Mor","monte mor","83900196.61",18.24514,0.08250884,0.7035954
"2851","SPmonteiro lobato",353170,"3531704",0.71,"SP","monteiro lobato","São Paulo",6.718482,4.649665,0,4235,0,4235,0,"Não","Masculino",1,"55",0.1451613,0,0.9354839,0.06896552,0,0,0,1,"SP","Monteiro Lobato","monteiro lobato","8361272.51",15.93912,0.06625993,0.7061594
"2852","SPmorro agudo",353190,"3531902",0.712,"SP","morro agudo","São Paulo",6.311172,5.845803,0,26245,1,26245,1,"Sim","Masculino",1,"44",0.4035088,0,0.9353647,0.02862784,0,1,0,0,"SP","Morro Agudo","morro agudo","62778302.47",17.95512,0.03351945,0.8463659
"2853","SPmorungaba",353200,"3532009",0.715,"SP","morungaba","São Paulo",6.682672,4.330339,0,12999,1,12999,1,"Não","Masculino",0,"44",0.2404494,0.09217877,0.8044944,0.1368715,0,0,0,1,"SP","Morungaba","morungaba","24015749.38",16.99422,0.06465109,0.745242
"2854","SPmotuca",353205,"3532058",0.741,"SP","motuca","São Paulo",6.457319,5.617026,0,4618,0,4618,0,"Não","Masculino",1,"33",0.3192488,0.02873563,0.8169014,0.09195402,1,0,0,0,"SP","Motuca","motuca","13634035.14",16.42808,0.0498691,0.7933181
"2855","SPmurutinga do sul",353210,"3532108",0.726,"SP","murutinga do sul","São Paulo",6.520238,6.320229,0,4264,0,4264,1,"Sim","Masculino",1,"45",0.1007752,0,0.9844961,0.01574803,0,0,0,1,"SP","Murutinga do Sul","murutinga do sul","9512584.58",16.06813,0.0659392,0.6904204
"2856","SPnantes",353215,"3532157",0.714,"SP","nantes","São Paulo",6.728724,6.177467,0,2627,0,2627,0,"Não","Masculino",1,"47",0.195122,0.03424658,0.7121951,0.02054795,0,0,0,1,"SP","Nantes","nantes","10200407.47",16.13794,0.05676171,0.7384885
"2857","SPnarandiba",353220,"3532207",0.718,"SP","narandiba","São Paulo",6.71888,6.246494,0,4131,0,4131,0,"Não","Masculino",1,"42",0.2214286,0,0.9714286,0.02941176,0,1,0,0,"SP","Narandiba","narandiba","11878505.53",16.29024,0.0538617,0.7513878
"2858","SPnatividade da serra",353230,"3532306",0.655,"SP","natividade da serra","São Paulo",6.784299,4.814458,0,7613,0,7613,0,"Sim","Masculino",1,"62",0.2057613,0,0.9423868,0.05240175,0,0,0,1,"SP","Natividade da Serra","natividade da serra","12880223.59",16.3712,0.05787803,0.7400332
"2859","SPneves paulista",353250,"3532504",0.754,"SP","neves paulista","São Paulo",6.382121,6.064738,0,9102,0,9102,1,"Não","Masculino",1,"39",0.235,0,0.905,0.1049724,0,0,0,1,"SP","Neves Paulista","neves paulista","13805014.35",16.44054,0.05982065,0.7479698
"2860","SPnhandeara",353260,"3532603",0.751,"SP","nhandeara","São Paulo",6.380106,6.158524,0,10726,0,10726,1,"Não","Masculino",1,"59",0.1827586,0.05836576,0.8862069,0.06225681,1,0,0,0,"SP","Nhandeara","nhandeara","16983412.86",16.64775,0.06285827,0.7259589
"2861","SPnova campina",353282,"3532827",0.651,"SP","nova campina","São Paulo",6.838437,5.477802,0,9091,1,9091,1,"Não","Masculino",0,"43",0.2068273,0.05586592,0.7188755,0.2346369,0,0,0,1,"SP","Nova Campina","nova campina","16255317.13",16.60393,0.0771579,0.714601
"2862","SPnova castilho",353286,"3532868",0.756,"SP","nova castilho","São Paulo",6.413147,6.197503,0,1111,0,1111,1,"Sim","Masculino",0,"39",0.1656442,0,0.8957055,0.1164384,1,0,0,0,"SP","Nova Castilho","nova castilho","10062553.6",16.12433,0.06867311,0.7102416
"2863","SPnova europa",353290,"3532900",0.765,"SP","nova europa","São Paulo",6.507636,5.630602,0,9840,0,9840,1,"Não","Masculino",1,"60",0.2984749,0,0.9172113,0.09026128,1,0,0,0,"SP","Nova Europa","nova europa","16667806.29",16.62899,0.05130192,0.7830843
"2864","SPnova granada",353300,"3533007",0.739,"SP","nova granada","São Paulo",6.307114,6.073367,0,18543,0,18543,0,"Sim","Masculino",1,"49",0.2660099,0,0.7848933,0.125523,0,1,0,0,"SP","Nova Granada","nova granada","23175076.35",16.95859,0.05840088,0.7612741
"2865","SPnova guataporanga",353310,"3533106",0.726,"SP","nova guataporanga","São Paulo",6.59455,6.346478,0,2176,0,2176,0,"Sim","Masculino",0,"67",0.1160221,0.006097561,0.9060773,0.07926829,1,0,0,0,"SP","Nova Guataporanga","nova guataporanga","6415617.99",15.67425,0.07067252,0.6894715
"2866","SPnova odessa",353340,"3533403",0.791,"SP","nova odessa","São Paulo",6.66055,4.69144,0,48170,1,48170,1,"Sim","Masculino",1,"66",0.1219748,0,0.9264279,0.0585162,0,0,0,1,"SP","Nova Odessa","nova odessa","82536385.96",18.22875,0.06780754,0.6955291
"2867","SPnovais",353325,"3533254",0.719,"SP","novais","São Paulo",6.378188,5.910038,0,3908,0,3908,0,"Sim","Masculino",0,"49",0.3850267,0.005847953,0.9144385,0.08187135,0,0,0,1,"SP","Novais","novais","9600851.98",16.07736,0.04098458,0.8292729
"2868","SPnovo horizonte",353350,"3533502",0.753,"SP","novo horizonte","São Paulo",6.472238,5.864,0,35942,1,35942,1,"Não","Masculino",0,"67",0.1923792,0.1055409,0.704461,0.05804749,0,0,0,1,"SP","Novo Horizonte","novo horizonte","65368759.64",17.99556,0.06254014,0.7309729
"2869","SPnuporanga",353360,"3533601",0.746,"SP","nuporanga","São Paulo",6.311281,5.810093,0,6945,0,6945,0,"Sim","Masculino",1,"53",0.2090909,0.01718213,0.8818182,0.03780069,0,0,0,1,"SP","Nuporanga","nuporanga","17494329.89",16.67739,0.05648976,0.7435826
"2870","SPonda verde",353400,"3534005",0.738,"SP","onda verde","São Paulo",6.321865,6.055049,0,3953,0,3953,0,"Sim","Masculino",1,"45",0.2589286,0.01554404,0.8616071,0.1243523,0,0,0,1,"SP","Onda Verde","onda verde","12197767.28",16.31676,0.05945836,0.757555
"2871","SPoriente",353410,"3534104",0.77,"SP","oriente","São Paulo",6.612229,5.957132,0,6341,0,6341,0,"Sim","Masculino",1,"58",0.16875,0,0.725,0.3793103,0,0,0,1,"SP","Oriente","oriente","7982150.55",15.89272,0.09431315,0.6753688
"2872","SPosasco",353440,"3534401",0.776,"SP","osasco","São Paulo",6.768804,2.771964,0,713066,1,713066,1,"Sim","Masculino",1,"50",0.2816845,0,0.8900954,0.1234751,0,1,0,0,"SP","Osasco","osasco","1016243226",20.73938,0.05645392,0.7697254
"2873","SPoscar bressane",353450,"3534500",0.749,"SP","oscar bressane","São Paulo",6.643503,5.985245,0,2540,0,2540,0,"Não","Masculino",0,"41",0.2205128,0.05714286,0.7179487,0.2357143,0,0,0,1,"SP","Oscar Bressane","oscar bressane","6793556.7",15.73149,0.0757729,0.7215663
"2874","SPosvaldo cruz",353460,"3534609",0.762,"SP","osvaldo cruz","São Paulo",6.603917,6.169381,0,31317,1,31317,1,"Não","Masculino",1,"53",0.1873508,0.1073095,0.7673031,0.07465008,0,0,0,1,"SP","Osvaldo Cruz","osvaldo cruz","33685026.39",17.33256,0.0647848,0.7260264
"2875","SPourinhos",353470,"3534708",0.778,"SP","ourinhos","São Paulo",6.71651,5.818479,0,103631,1,103631,1,"Sim","Masculino",1,"52",0.4152866,0,0.8840764,0.09221902,1,0,0,0,"SP","Ourinhos","ourinhos","163369734.1",18.91153,0.03849481,0.843675
"2876","SPouro verde",353480,"3534807",0.692,"SP","ouro verde","São Paulo",6.618378,6.342561,0,8074,0,8074,1,"Não","Masculino",0,"53",0.2067901,0,0.8518519,0.173913,1,0,0,0,"SP","Ouro Verde","ouro verde","13330405.19",16.40556,0.06977529,0.7237015
"2877","SPouroeste",353475,"3534757",0.77,"SP","ouroeste","São Paulo",6.283668,6.312896,0,7482,0,7482,0,"Sim","Masculino",0,"65",0.2767677,0,0.8848485,0.130137,0,0,0,1,"SP","Ouroeste","ouroeste","35763905.08",17.39245,0.05765969,0.7662388
"2878","SPpacaembu",353490,"3534906",0.725,"SP","pacaembu","São Paulo",6.596259,6.260957,0,13672,0,13672,0,"Sim","Masculino",0,"69",0.145679,0,0.9753086,0.02531646,0,0,0,1,"SP","Pacaembu","pacaembu","18631253.8",16.74035,0.06188747,0.7124884
"2879","SPpalestina",353500,"3535002",0.732,"SP","palestina","São Paulo",6.285346,6.118956,0,11153,0,11153,0,"Não","Masculino",1,"69",0.259542,0.06741573,0.9058524,0.01404494,0,0,0,1,"SP","Palestina","palestina","18156484.92",16.71454,0.04977091,0.7725461
"2880","SPpalmares paulista",353510,"3535101",0.722,"SP","palmares paulista","São Paulo",6.391549,5.866893,0,11444,1,11444,0,"Não","Masculino",0,"40",0.2781457,0,0.9602649,0.04137931,0,0,0,1,"SP","Palmares Paulista","palmares paulista","14604005.46",16.49681,0.04873235,0.7792778
"2881","SPpalmital",353530,"3535309",0.746,"SP","palmital","São Paulo",6.703752,5.928977,0,22190,1,22190,1,"Sim","Masculino",0,"55",0.3031204,0,0.872214,0.04258944,0,0,0,1,"SP","Palmital","palmital","36092629.36",17.4016,0.0460724,0.7921224
"2882","SPpanorama",353540,"3535408",0.722,"SP","panorama","São Paulo",6.614122,6.379309,0,14502,0,14502,1,"Sim","Masculino",0,"47",0.1847619,0.06802721,0.84,0.07709751,1,0,0,0,"SP","Panorama","panorama","21646286",16.89034,0.06434171,0.7248231
"2883","SPparaibuna",353560,"3535606",0.719,"SP","paraibuna","São Paulo",6.778125,4.614823,0,16863,1,16863,1,"Não","Masculino",1,"46",0.2055085,0.241206,0.6324153,0.120603,1,0,0,0,"SP","Paraibuna","paraibuna","29184280.64",17.18914,0.07062364,0.7274535
"2884","SPparanapanema",353580,"3535804",0.717,"SP","paranapanema","São Paulo",6.745401,5.364105,0,17558,0,17558,0,"Não","Masculino",0,"60",0.2480091,0.002355713,0.9658703,0.03297998,0,0,0,1,"SP","Paranapanema","paranapanema","44129819.81",17.60265,0.05131448,0.7647126
"2885","SPpardinho",353610,"3536109",0.727,"SP","pardinho","São Paulo",6.70094,5.219923,0,5285,0,5285,0,"Sim","Masculino",1,"40",0.2331288,0,0.898773,0.112628,0,0,0,1,"SP","Pardinho","pardinho","14890211.11",16.51621,0.06078569,0.7459321
"2886","SPparisi",353625,"3536257",0.721,"SP","parisi","São Paulo",6.308463,6.217703,0,2132,0,2132,0,"Não","Feminino",0,"32",0.1428571,0.02097902,0.8881988,0.1048951,0,0,0,1,"SP","Parisi","parisi","8474591.4",15.95258,0.07058785,0.699712
"2887","SPpaulo de faria",353660,"3536604",0.725,"SP","paulo de faria","São Paulo",6.208691,6.180141,0,9378,0,9378,0,"Não","Masculino",1,"54",0.2671569,0,0.9264706,0.07936508,1,0,0,0,"SP","Paulo de Faria","paulo de faria","20664283.86",16.84392,0.05371037,0.7682792
"2888","SPpederneiras",353670,"3536703",0.739,"SP","pederneiras","São Paulo",6.60142,5.546075,0,42661,1,42661,0,"Sim","Feminino",1,"42",0.2150538,0,0.8892473,0.07255139,0,0,0,1,"SP","Pederneiras","pederneiras","49627832.08",17.72006,0.05883567,0.7420778
"2889","SPpedra bela",353680,"3536802",0.677,"SP","pedra bela","São Paulo",6.678657,4.457134,0,6097,0,6097,0,"Sim","Masculino",0,"41",0.1882845,0,0.916318,0.0913242,1,0,0,0,"SP","Pedra Bela","pedra bela","9360795.94",16.05204,0.06367072,0.7255242
"2890","SPpedregulho",353700,"3537008",0.715,"SP","pedregulho","São Paulo",6.214848,5.929802,0,15717,0,15717,0,"Sim","Masculino",1,"62",0.1341808,0,0.9463277,0.04626866,1,0,0,0,"SP","Pedregulho","pedregulho","23979815.15",16.99272,0.06523836,0.703589
"2891","SPpedreira",353710,"3537107",0.769,"SP","pedreira","São Paulo",6.661381,4.539351,0,40269,0,40269,1,"Sim","Masculino",1,"52",0.265233,0,0.9327957,0.07204611,0,0,0,1,"SP","Pedreira","pedreira","66208549.87",18.00832,0.05320099,0.7682928
"2892","SPpedrinhas paulista",353715,"3537156",0.774,"SP","pedrinhas paulista","São Paulo",6.730923,6.07016,0,2923,0,2923,0,"Não","Masculino",0,"45",0.177665,0.1065089,0.857868,0.0591716,1,0,0,0,"SP","Pedrinhas Paulista","pedrinhas paulista","9409084.81",16.05719,0.06431287,0.7231383
"2893","SPpedro de toledo",353720,"3537206",0.696,"SP","pedro de toledo","São Paulo",6.853721,4.615912,0,10163,1,10163,0,"Não","Masculino",0,"52",0.130742,0.004424779,0.7985866,0.1371681,0,0,0,1,"SP","Pedro de Toledo","pedro de toledo","16587198.34",16.62414,0.07471639,0.6891242
"2894","SPpereira barreto",353740,"3537404",0.766,"SP","pereira barreto","São Paulo",6.455151,6.333333,0,24821,0,24821,1,"Não","Masculino",1,"53",0.2380952,0,0.8217687,0.07284768,1,0,0,0,"SP","Pereira Barreto","pereira barreto","42728251.58",17.57037,0.05630054,0.754042
"2895","SPpereiras",353750,"3537503",0.736,"SP","pereiras","São Paulo",6.698626,4.987435,0,7910,0,7910,1,"Não","Masculino",1,"47",0.2150538,0.007936508,0.9032258,0.0952381,0,0,0,1,"SP","Pereiras","pereiras","13022780.07",16.38221,0.06127494,0.7388304
"2896","SPpiacatu",353770,"3537701",0.732,"SP","piacatu","São Paulo",6.557772,6.134179,0,5398,1,5398,1,"Não","Masculino",0,"43",0.2489451,0,0.8945148,0.06603774,0,0,0,1,"SP","Piacatu","piacatu","11790165.84",16.28278,0.05441981,0.7606404
"2897","SPpiedade",353780,"3537800",0.716,"SP","piedade","São Paulo",6.783959,4.415461,0,49607,0,49607,1,"Não","Masculino",1,"43",0.2286822,0.003444317,0.8439922,0.119403,1,0,0,0,"SP","Piedade","piedade","52007405.36",17.7669,0.06203564,0.7426322
"2898","SPpilar do sul",353790,"3537909",0.69,"SP","pilar do sul","São Paulo",6.795158,4.73497,0,28058,1,28058,1,"Não","Masculino",1,"61",0.0713246,0,0.8195051,0.1225577,1,0,0,0,"SP","Pilar do Sul","pilar do sul","35558899.32",17.3867,0.0797754,0.6602488
"2899","SPpindamonhangaba",353800,"3538006",0.773,"SP","pindamonhangaba","São Paulo",6.727959,4.931448,0,142997,1,142997,0,"Sim","Masculino",1,"56",0.2106969,0.0006939625,0.9341977,0.01839001,0,0,0,1,"SP","Pindamonhangaba","pindamonhangaba","224428595.4",19.22907,0.05398374,0.7473177
"2900","SPpindorama",353810,"3538105",0.737,"SP","pindorama","São Paulo",6.413262,5.862011,0,15178,0,15178,1,"Não","Feminino",1,"49",0.4989154,0.06235566,0.9392625,0,0,0,0,1,"SP","Pindorama","pindorama","22787178.46",16.94171,0.02161592,0.8992792
"2901","SPpinhalzinho",353820,"3538204",0.725,"SP","pinhalzinho","São Paulo",6.67307,4.450036,0,12451,0,12451,0,"Sim","Masculino",0,"58",0.2610966,0,0.8955614,0.1166181,1,0,0,0,"SP","Pinhalzinho","pinhalzinho","15968127.59",16.58611,0.05806742,0.7599503
"2902","SPpiquerobi",353830,"3538303",0.711,"SP","piquerobi","São Paulo",6.667059,6.318536,0,3756,0,3756,1,"Sim","Masculino",1,"56",0.1323529,0,0.9301471,0.07509881,1,0,0,0,"SP","Piquerobi","piquerobi","9978734",16.11597,0.06829174,0.6986345
"2903","SPpiquete",353850,"3538501",0.757,"SP","piquete","São Paulo",6.700719,5.203512,0,14766,0,14766,1,"Sim","Masculino",1,"62",0.2582278,0,0.9443038,0.05898123,0,0,0,1,"SP","Piquete","piquete","16048668.99",16.59114,0.05268912,0.7664566
"2904","SPpiracaia",353860,"3538600",0.739,"SP","piracaia","São Paulo",6.715904,4.124389,0,22815,0,22815,1,"Não","Feminino",1,"33",0.3108504,0,0.9560117,0.04601227,0,0,0,1,"SP","Piracaia","piracaia","36865069.28",17.42278,0.04555043,0.7956749
"2905","SPpiracicaba",353870,"3538709",0.785,"SP","piracicaba","São Paulo",6.650033,4.928847,0,365440,1,365440,1,"Sim","Masculino",1,"58",0.3529165,0,0.9532102,0.02949593,1,0,0,0,"SP","Piracicaba","piracicaba","621814309.9",20.24815,0.03923597,0.8198853
"2906","SPpiraju",353880,"3538808",0.758,"SP","piraju","São Paulo",6.731424,5.646295,0,29282,1,29282,1,"Sim","Masculino",0,"80",0.1932773,0.002967359,0.9439776,0.05341246,0,0,0,1,"SP","Piraju","piraju","45825285.58",17.64035,0.05944087,0.7333517
"2907","SPpirangi",353900,"3539004",0.756,"SP","pirangi","São Paulo",6.389435,5.83875,0,10744,0,10744,0,"Não","Masculino",0,"49",0.1965812,0,0.965812,0.03539823,1,0,0,0,"SP","Pirangi","pirangi","15585102.45",16.56183,0.05721888,0.7376105
"2908","SPpirapora do bom jesus",353910,"3539103",0.727,"SP","pirapora do bom jesus","São Paulo",6.748197,3.711863,0,15410,1,15410,0,"Não","Masculino",0,"50",0.1144011,0,0.8156124,0.2260726,1,0,0,0,"SP","Pirapora do Bom Jesus","pirapora do bom jesus","47359192.61",17.67327,0.08521393,0.6683233
"2909","SPpirapozinho",353920,"3539202",0.776,"SP","pirapozinho","São Paulo",6.701665,6.249724,0,24964,0,24964,1,"Não","Masculino",1,"45",0.1864573,0.02459016,0.9578018,0.01946721,0,0,0,1,"SP","Pirapozinho","pirapozinho","29417024.35",17.19708,0.05737999,0.7342433
"2910","SPpirassununga",353930,"3539301",0.801,"SP","pirassununga","São Paulo",6.541347,5.250387,0,70912,1,70912,1,"Sim","Masculino",1,"51",0.2620883,0.0007251632,0.966363,0.03408267,1,0,0,0,"SP","Pirassununga","pirassununga","95510540.01",18.37475,0.04981614,0.7719154
"2911","SPpiratininga",353940,"3539400",0.779,"SP","piratininga","São Paulo",6.617844,5.653366,0,11868,0,11868,0,"Não","Masculino",1,"60",0.2439024,0,0.9463415,0.05670103,1,0,0,0,"SP","Piratininga","piratininga","15784228.56",16.57452,0.05405808,0.7593091
"2912","SPplanalto",353960,"3539608",0.719,"SP","planalto","São Paulo",6.431476,6.084955,0,4247,0,4247,1,"Sim","Masculino",0,"42",0.1943128,0,0.943128,0.06030151,1,0,0,0,"SP","Planalto","planalto","10495334.65",16.16644,0.05993311,0.7329716
"2913","SPplatina",353970,"3539707",0.719,"SP","platina","São Paulo",6.683398,5.936771,0,3359,0,3359,0,"Não","Masculino",0,"49",0.1527778,0,0.9722222,0.02857143,0,0,0,1,"SP","Platina","platina","8299923.2",15.93176,0.06141917,0.7157352
"2914","SPpoloni",353990,"3539905",0.766,"SP","poloni","São Paulo",6.382391,6.108336,0,5074,0,5074,0,"Não","Masculino",0,"44",0.147651,0,0.852349,0.1732283,0,0,0,1,"SP","Poloni","poloni","9188791.19",16.03349,0.07628954,0.6929832
"2915","SPpontal",354020,"3540200",0.725,"SP","pontal","São Paulo",6.368359,5.754476,0,38409,0,38409,0,"Não","Masculino",1,"41",0.2503294,0,0.9130435,0.0952381,0,0,0,1,"SP","Pontal","pontal","44140509.66",17.60289,0.05715229,0.7573082
"2916","SPpontalinda",354025,"3540259",0.702,"SP","pontalinda","São Paulo",6.373695,6.271083,0,4142,0,4142,0,"Sim","Masculino",0,"49",0.2121212,0,0.8838384,0.1314286,0,0,0,1,"SP","Pontalinda","pontalinda","11067594.86",16.21953,0.06498224,0.7323767
"2917","SPpontes gestal",354030,"3540309",0.732,"SP","pontes gestal","São Paulo",6.258797,6.197258,0,2557,1,2557,1,"Sim","Masculino",0,"59",0.2251656,0,0.9536424,0.04861111,1,0,0,0,"SP","Pontes Gestal","pontes gestal","10027971.48",16.12089,0.0553437,0.7506696
"2918","SPpopulina",354040,"3540408",0.714,"SP","populina","São Paulo",6.291477,6.341188,0,4275,0,4275,0,"Não","Masculino",1,"43",0.1440678,0.01470588,0.8644068,0.06862745,0,0,0,1,"SP","Populina","populina","10723200.83",16.18792,0.06671253,0.7054549
"2919","SPporangaba",354050,"3540507",0.703,"SP","porangaba","São Paulo",6.712531,5.059552,0,8739,0,8739,0,"Não","Masculino",1,"53",0.0456621,0.02051282,0.890411,0.06153846,1,0,0,0,"SP","Porangaba","porangaba","12165139.83",16.31409,0.07710776,0.6550948
"2920","SPporto feliz",354060,"3540606",0.758,"SP","porto feliz","São Paulo",6.718808,4.583947,0,47774,1,47774,1,"Sim","Masculino",1,"43",0.2953431,0,0.8884804,0.07241379,0,1,0,0,"SP","Porto Feliz","porto feliz","95255315.4",18.37207,0.0498862,0.7839301
"2921","SPporto ferreira",354070,"3540705",0.751,"SP","porto ferreira","São Paulo",6.51776,5.333974,0,50791,1,50791,1,"Sim","Masculino",1,"40",0.3733997,0,0.9324324,0.06025934,0,1,0,0,"SP","Porto Ferreira","porto ferreira","96970619.58",18.38992,0.03999733,0.8262872
"2922","SPpotim",354075,"3540754",0.697,"SP","potim","São Paulo",6.726341,5.086423,0,20026,0,20026,1,"Não","Masculino",0,"44",0.279476,0,0.6921397,0.09148265,0,0,0,1,"SP","Potim","potim","19110392.71",16.76574,0.05353716,0.7730158
"2923","SPpotirendaba",354080,"3540804",0.747,"SP","potirendaba","São Paulo",6.404881,5.982272,0,15003,0,15003,0,"Não","Feminino",1,"42",0.250501,0,0.9418838,0.05744681,0,0,0,1,"SP","Potirendaba","potirendaba","25771560.09",17.06478,0.05339741,0.7626436
"2924","SPpracinha",354085,"3540853",0.696,"SP","pracinha","São Paulo",6.623162,6.202556,0,3102,1,3102,1,"Não","Masculino",0,"35",0.130137,0,0.9041096,0.1060606,0,0,0,1,"SP","Pracinha","pracinha","5573264.13",15.53349,0.07159904,0.6931819
"2925","SPpraia grande",354100,"3541000",0.754,"SP","praia grande","São Paulo",6.83356,4.028561,0,244533,1,244533,1,"Não","Masculino",0,"46",0.2476877,0.00122643,0.8872416,0.07281925,1,0,0,0,"SP","Praia Grande","praia grande","543174882.2",20.11294,0.05526051,0.7590287
"2926","SPpresidente alves",354110,"3541109",0.735,"SP","presidente alves","São Paulo",6.579807,5.796726,0,4502,1,4502,0,"Sim","Feminino",1,"47",0.07929515,0.01058201,0.8325991,0.1640212,0,1,0,0,"SP","Presidente Alves","presidente alves","10997768.31",16.2132,0.08324925,0.6585151
"2927","SPpresidente bernardes",354120,"3541208",0.757,"SP","presidente bernardes","São Paulo",6.672235,6.277451,0,15327,0,15327,0,"Não","Masculino",1,"42",0.1487603,0,0.9008264,0.08440367,0,0,0,1,"SP","Presidente Bernardes","presidente bernardes","21622236.77",16.88923,0.06738548,0.7058916
"2928","SPpresidente prudente",354140,"3541406",0.806,"SP","presidente prudente","São Paulo",6.676794,6.238442,0,206164,1,206164,1,"Não","Masculino",1,"46",0.208069,0,0.9469678,0.03027867,0,0,0,1,"SP","Presidente Prudente","presidente prudente","277927065.9",19.44287,0.05543425,0.7443067
"2929","SPpresidente venceslau",354150,"3541505",0.763,"SP","presidente venceslau","São Paulo",6.675886,6.337834,0,38368,0,38368,1,"Não","Masculino",1,"46",0.2535377,0,0.8926887,0.04491413,0,0,0,1,"SP","Presidente Venceslau","presidente venceslau","55688257.88",17.83528,0.05182054,0.7659656
"2930","SPquadra",354165,"3541653",0.678,"SP","quadra","São Paulo",6.728844,4.993218,0,2779,1,2779,0,"Não","Masculino",0,"50",0.3141026,0,0.9230769,0.07638889,1,0,0,0,"SP","Quadra","quadra","9133227.55",16.02743,0.04819131,0.7931525
"2931","SPqueiroz",354180,"3541802",0.715,"SP","queiroz","São Paulo",6.568134,6.034931,0,2811,0,2811,0,"Não","Masculino",1,"29",0.07727273,0,0.8318182,0.1912568,1,0,0,0,"SP","Queiroz","queiroz","8291801.4",15.93078,0.08590452,0.6538113
"2932","SPqueluz",354190,"3541901",0.722,"SP","queluz","São Paulo",6.710669,5.399112,0,11012,1,11012,0,"Não","Masculino",1,"49",0.3179916,0,0.9267782,0.07900677,1,0,0,0,"SP","Queluz","queluz","17177709.88",16.65912,0.04801725,0.7948154
"2933","SPquintana",354200,"3542008",0.732,"SP","quintana","São Paulo",6.610763,6.017449,0,5906,0,5906,0,"Não","Masculino",0,"29",0.182266,0,0.817734,0.2228916,0,0,0,1,"SP","Quintana","quintana","10987140.08",16.21224,0.0773464,0.7041246
"2934","SPrafard",354210,"3542107",0.745,"SP","rafard","São Paulo",6.691178,4.689419,0,8370,1,8370,0,"Não","Masculino",1,"35",0.2852459,0.04201681,0.7803279,0.1554622,0,0,0,1,"SP","Rafard","rafard","17431724.99",16.6738,0.06026048,0.7666214
"2935","SPrancharia",354220,"3542206",0.751,"SP","rancharia","São Paulo",6.661535,6.131357,0,29138,1,29138,1,"Sim","Masculino",0,"48",0.3257299,0,0.8695255,0.06400839,1,0,0,0,"SP","Rancharia","rancharia","44912721",17.62023,0.04567338,0.8009294
"2936","SPregistro",354260,"3542602",0.754,"SP","registro","São Paulo",6.875573,5.082522,0,55081,1,55081,1,"Não","Feminino",1,"47",0.2094395,0,0.9301868,0.07505285,0,0,0,1,"SP","Registro","registro","81145960.01",18.21176,0.05970779,0.7388053
